Column1;Column10;CH S 
SPECIAL_NODES_TRADERFINALZONEINTRO_564_M;As a sign of respect for the strange woman, you took only what you could afford.;为了体现你对这位诡异女士的尊重，你只拿走了买得起的东西。
SPECIAL_NODES_TRADERFINALZONEINTRO_564_F;;
SPECIAL_NODES_TRADERFINALZONEINTRO_REPEAT_#1_131_M;A chill wind blew through the trading post.;寒风吹过了贸易据点。
SPECIAL_NODES_TRADERFINALZONEINTRO_REPEAT_#1_131_F;;
SPECIAL_NODES_TRADERFINALZONEINTRO_REPEAT_#1_129_M;Its proprietor was now deceased.;它的主人早已溘然长逝。
SPECIAL_NODES_TRADERFINALZONEINTRO_REPEAT_#1_129_F;;
SPECIAL_NODES_TRADERFINALZONEINTRO_REPEAT_#1_932_M;Still, you abided by the strange woman's rules as best you could.;但你仍然严格地遵守着这位女士的规则。
SPECIAL_NODES_TRADERFINALZONEINTRO_REPEAT_#1_932_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_950_M;Woof. Sorry. Turn back.;哎，抱歉，你还是回去吧。
PART_3_MAP_HOLOMAPBROKENBRIDGE_950_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_467_M;This bridge is totally busted. Go back.;这座桥完全没修好，回去吧。
PART_3_MAP_HOLOMAPBROKENBRIDGE_467_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_739_M;I'll need time. Beat a boss? That should give me enough time.;我还需要时间修桥。不如你去花点时间干掉一个头目？到时候应该就差不多了。
PART_3_MAP_HOLOMAPBROKENBRIDGE_739_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#1_635_M;Woof. Yep. Still broken.;喔。没错，桥还是没修好。
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#1_635_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#1_114_M;No fixing this thing for... a while.;要修这个桥……还需要不少时间。
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#1_114_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#2_243_M;This job? Yeah it's gonna take a minute.;修桥吗？没错还得需要点儿时间。
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#2_243_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#2_435_M;I bet if you defeated one of the [c:bG]Uberbots[c:]...;如果你能花点时间去干掉一个[c:bG]巨型机器人[c:]的话……
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#2_435_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#2_802_M;I bet that would be enough time to finish it up.;那我可以用这段时间把桥修好。
PART_3_MAP_HOLOMAPBROKENBRIDGE_REPEAT_#2_802_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_115_M;Yep. Oh no.;是的。哦不。
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_115_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_525_M;Yep. I forgot a piece...;啊，我差点忘了还有一个部件……
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_525_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_599_M;You have legs. Stand up and get it.;你有腿，去拿那个东西。
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_599_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_060_M;It's in the Smelter Room. Floating above the Smelting Machine.;它就在熔炼室里，就浮在熔炼器上。
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_060_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_279_M;I can't let you go further until I have it.;把它给我，我才能让你继续前进。
PART_3_MAP_HOLOMAPFETCHGEMSMODULE_279_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_965_M;Look. I need that piece.;听好。我需要那个部件。
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_965_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_675_M;Would you stand up and get it?;你能去把它拿给我吗？
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_675_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_376_M;It's in the Smelter Room. I opened the door for you.;它就在熔炼室里。我已经把门给你打开了。
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_376_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_241_M;!DELETED!;把它给我，我才能让你过桥。
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_241_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_047_M;That piece. In the Smelter Room.;那个部件。它就在熔炼室里。
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_047_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_402_M;Walk over and get it.;去拿给我。
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_402_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_880_M;I unlocked the door...;我已经把门打开了……
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_880_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_116_M;It's floating above that strange bridge thing.;它就浮在那个桥一样的怪东西上面。
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_116_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_388_M;That was fast...;真快……
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_388_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_885_M;Unfortunately[w:0.2] my [c:r]well[c:] did not yield the treasure I had hoped for.;很遗憾[w:0.2]我的[c:r]井[c:]并没有出产我需要的财宝。
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_885_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_729_M;And so we are forced to undergo another torturous cycle.;我们只好再来一次循环了。
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_729_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_290_M;Were it up to me?[w:0.4] I would erase it all...[w:0.3] and shepherd us into an eternal and supreme peace.;是我说了算吗？[w:0.4]那我可能会抹平一切……[w:0.3]然后引领我们所有人步入永恒至高的和平之中。
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_290_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_616_M;Not today.[w:0.3] Who is the lucky Scrybe this time?;不过不是今天。[w:0.3]让我们来看看这次是哪个冥刻者这么幸运吧？
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_616_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_516_M;[c:R][w:1][t:100][shake:1]F[shake:1]O[shake:1]O[shake:1]L[shake:1].[w:0.4][t:0][c:];[c:R][w:1][t:100][shake:1]你[shake:1]个[shake:1]蠢[shake:1]货[shake:1]。[w:0.4][t:0][c:]
GBC_FINALE_PART2FINALELESHYCHOSEN1_516_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_292_M;You have no idea what could have been.;你根本不知道会发生什么。
GBC_FINALE_PART2FINALELESHYCHOSEN1_292_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_615_M;A carefully curated cycle of life and death.[w:0.3] Excitement.[w:0.3] Terror.[w:0.3] Mystery.;一个精心策划的生死循环。[w:0.3]兴奋。[w:0.3]恐惧。[w:0.3]神秘。
GBC_FINALE_PART2FINALELESHYCHOSEN1_615_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_260_M;That gormless Angler[w:0.2] has once again failed me...;钓鱼人这个蠢货[w:0.2]又一次辜负了我……
GBC_FINALE_PART2FINALELESHYCHOSEN1_260_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_226_M;I suspect[w:0.3] that I know which Scrybe bested me...;我想[w:0.3]我知道了，哪位冥刻者会击败我……
GBC_FINALE_PART2FINALELESHYCHOSEN1_226_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_715_M;I already know I have lost.[w:0.4] I have foreseen it.;我知道我会输。[w:0.4]我已经预见到了。
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_715_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_721_M;[shake:1]My eye[w:0.4] aches[w:0.4] once again.;[shake:1]我的眼睛[w:0.4]又一次[w:0.4]疼了起来。
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_721_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_542_M;[shake:1]Why must my pathetic Slime Mage always fail?;[shake:1]为什么我可悲的史莱姆法师总是会输？
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_542_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_618_M;But would I be so meticulous in my preparedness...[w:0.3] if I[w:0.2] myself[w:0.2] had tasted power?;不过我何必这么小心翼翼呢……[w:0.3]既然[w:0.2]我已经[w:0.2]尝到了力量的滋味？
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_618_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_866_M;Alas...[w:0.3] I may never know.;唉……[w:0.3]可能我永远不会知道了。
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_866_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_425_M;[shake:1]Show yourself![w:0.2] [shake:1][t:1]Fiendish[w:0.2][shake:1] machine!;[shake:1]现身吧！[w:0.2][shake:1][t:1]你这该死的[w:0.2][shake:1]机器！
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_425_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_675_M;[t:1]He[w:0.4]he[w:0.2]he.[w:0.4][t:] Suckers.;[t:1]呵[w:0.4]呵[w:0.2]呵。[w:0.4][t:]废物们。
GBC_FINALE_PART2FINALEP03CHOSEN1_675_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_728_M;Oh.[w:0.3] You actually picked me?[w:0.3] Great.;啊。[w:0.3]你真的选了我？[w:0.3]不错。
GBC_FINALE_PART2FINALEP03CHOSEN1_728_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_220_M;I can skip past the part where they whine at me.;我可以跳过他们抱怨我的这部分。
GBC_FINALE_PART2FINALEP03CHOSEN1_220_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_586_M;Let's get this over with.[w:0.3] I've got some big plays to make.;忍一下吧。[w:0.3]我有很多正事儿要办呢。
GBC_FINALE_PART2FINALEP03CHOSEN1_586_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_767_M;Ah.[w:0.3] P[w:0.2]0[w:0.2]3[w:0.2]... The very worst of them.;啊。[w:0.3]P[w:0.2]0[w:0.2]3[w:0.2]……他们之中最坏的那个。
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_767_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_113_M;Do what you will,[w:0.3] vile computer.;做你想做的吧，[w:0.3]卑鄙的电脑。
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_113_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN2_052_M;Of course.[w:0.3] P03.;当然。[w:0.3]P03。
GBC_FINALE_PART2FINALELESHYCHOSEN2_052_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN2_890_M;This synthetic freak knows nothing of artistry. Of-[w:0.2] of-[w:0.2] aesthetics!;这个合成怪胎根本不懂什么是艺术。也不懂……[w:0.2]不懂……[w:0.2]什么是美！
GBC_FINALE_PART2FINALELESHYCHOSEN2_890_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN2_783;Monster...[w:0.2] I liked you better as a stoat...;怪物……[w:0.2]你还是当白鼬比较好……
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN2_843_M;Alas...[w:0.3] ill fates await us all.;唉……[w:0.3]残酷的命运等待着我们。
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN2_843_F;;
GBC_WORLD_WIZARDTEMPLENOTE1_164_M;The note reads: [c:gray]Greetings. If you are reading this it must be because you wish to challenge me, Magnificus, to a card battle.[prefab:WizardMarking_F1_1] ;纸条上写道：[c:gray]您好，您之所以在阅读这张字条，是因为您想挑战我，蔓尼菲科，和我来一局卡牌对决。[prefab:WizardMarking_F1_1] 
GBC_WORLD_WIZARDTEMPLENOTE1_164_F;;
GBC_WORLD_WIZARDTEMPLENOTE1_814_M;[c:gray]But in order to earn that privilege you must first defeat my 3 graduate students.[prefab:WizardMarking_F1_2] ;[c:gray]但在您有幸挑战我之前，必须先击败我的三个学生。[prefab:WizardMarking_F1_2] 
GBC_WORLD_WIZARDTEMPLENOTE1_814_F;;
GBC_WORLD_WIZARDTEMPLENOTE1_338_M;[c:gray]As for their whereabouts, that is for you to discover... Sincerely, Magnificus.[prefab:WizardMarking_F1_3] ;[c:gray]至于他们的下落，还需您自行发掘……此致，蔓尼菲科。[prefab:WizardMarking_F1_3] 
GBC_WORLD_WIZARDTEMPLENOTE1_338_F;;
GBC_FINALE_PART2FINALESCRYBEREMOVED_802_M;Wretched corpse-woman...[w:0.3] I won't miss her whining.;可怜的老不死……[w:0.3]她总是哭哭啼啼的。
GBC_FINALE_PART2FINALESCRYBEREMOVED_802_F;;
GBC_FINALE_PART2FINALESCRYBEREMOVED_290;Filthy old beast.[w:0.3] I'll never be your stoat again.;肮脏的老怪物。[w:0.3]你再也别想把我变成白鼬了。
GBC_FINALE_PART2FINALESCRYBEREMOVED_049;Tedious old fool...[w:0.3] I don't owe you anything!;老蠢货……[w:0.3]我不欠你的！
GBC_FINALE_PART2FINALESCRYBEREMOVED_947_M;Now let's play.;我们开始吧。
GBC_FINALE_PART2FINALESCRYBEREMOVED_947_F;;
GBC_FINALE_PART2FINALEBATTLE1_092_M;[t:2]You're supposed to battle the Scrybe that you picked...[w:0.5] but[w:0.2] like[w:0.2] a powered-up version for the finale.;[t:2]你应该和你选择的冥刻者展开对决……[w:0.5]但[w:0.2]对决[w:0.2]的强度更高，给最终之战做准备。
GBC_FINALE_PART2FINALEBATTLE1_092_F;;
GBC_FINALE_PART2FINALEBATTLE1_993_M;This is going to be different.;这次肯定不一样。
GBC_FINALE_PART2FINALEBATTLE1_993_F;;
GBC_FINALE_PART2FINALEBATTLE2_265_M;I'll just leave this here.;我就把它放这儿了。
GBC_FINALE_PART2FINALEBATTLE2_265_F;;
GBC_FINALE_PART2FINALEBATTLE2_295_M;I've gotta give it to that Dredger...[w:0.3] Not as useless as I thought.;我应该把它给挖掘工……[w:0.3]它倒也并不是一无是处。
GBC_FINALE_PART2FINALEBATTLE2_295_F;;
GBC_FINALE_PART2FINALEBATTLE2_REPEAT_#1_962_M;Try again?;想再试一次吗？
GBC_FINALE_PART2FINALEBATTLE2_REPEAT_#1_962_F;;
GBC_FINALE_PART2FINALEBATTLE3_492_M;That's the ticket.;就怕你不问呢。
GBC_FINALE_PART2FINALEBATTLE3_492_F;;
PART_3_MAP_HOLOAREAWIZARD1_810_M;You like the gems?;你喜欢宝石吗？
PART_3_MAP_HOLOAREAWIZARD1_810_F;;
PART_3_MAP_HOLOAREAWIZARD1_039_M;They're tacky I think.;我个人感觉有点俗气。
PART_3_MAP_HOLOAREAWIZARD1_039_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_301_M;The guy who used to live here was a major drag.;之前住在这儿的人就是个废物。
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_301_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_636_M;Though I'll admit... he was not dull.;但我得承认……他并不蠢。
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_636_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_M;Guy had a plan for every eventuality.;他做好了应对每一种结局的准备。
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_M;That is, except for [c:bG]The Great Transcendence[c:].;……除了[c:bG]终极冥刻[c:]以外。
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_M;Oh, right.;啊，对了。
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_M;This [c:bG]Uberbot[c:]...;这个[c:bG]巨型机器人[c:]……
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_M;Well, you'll see.;你会知道的。
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_F;;
GOO_BOTTLE_GOODEFAULT_125_M;Arrrrghh!;啊啊啊啊！
GOO_BOTTLE_GOODEFAULT_125_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_M;Rrrrgh...;呃——
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_M;Rrrgh! Arrrgh!;呃呃！啊啊啊！
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_M;Arrrrghh! Oh the agony!;啊啊啊啊！好痛！
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_F;;
GOO_BOTTLE_GOOWIZARDEYE_781_M;Could it be?;这怎么可能？
GOO_BOTTLE_GOOWIZARDEYE_781_F;;
GOO_BOTTLE_GOOWIZARDEYE_798_M;You have The Master's eye!;你拿了大师的眼睛！
GOO_BOTTLE_GOOWIZARDEYE_798_F;;
GOO_BOTTLE_GOOWIZARDEYE_478_M;D-does this mean The Master can see me?;这……这是不是意味着大师可以看见我了？
GOO_BOTTLE_GOOWIZARDEYE_478_F;;
GOO_BOTTLE_GOOWIZARDEYE_366_M;Magnificus? Can you see me?;蔓尼菲科？你能看到我吗？
GOO_BOTTLE_GOOWIZARDEYE_366_F;;
GOO_BOTTLE_GOOWIZARDEYE_897_M;Can you free me?;你能给我自由吗？
GOO_BOTTLE_GOOWIZARDEYE_897_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_M;I am serious. You cannot use that.;我说真的，你没法用那东西。
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_M;There is no possible use for it.;那东西没用。
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_M;I'll place it on that shelf over there for now.;我会暂时把它放在那个架子上面。
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_M;My advice? Avoid it.;我的建议就是别碰它了。
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_F;;
GOO_BOTTLE_GOOINTRO_808_M;The pain is unbearable!;这痛苦……难以忍受！
GOO_BOTTLE_GOOINTRO_808_F;;
GOO_BOTTLE_GOOINTRO_437_M;Even after all these years...;即使这么多年都已经过去了……
GOO_BOTTLE_GOOINTRO_437_F;;
GOO_BOTTLE_GOOINTRO_542_M;What do you want?;你想干嘛？
GOO_BOTTLE_GOOINTRO_542_F;;
GOO_BOTTLE_GOOINTRO_011_M;I have very little to live for these days...;我感受不到活着的意义……
GOO_BOTTLE_GOOINTRO_011_F;;
PART_3_TRADER_TRADERMASKINTRO_716_M;!DELETED!;我还没准备好呢。只是个测试罢了，你没忘吧？
PART_3_TRADER_TRADERMASKINTRO_716_F;;
PART_3_TRADER_TRADERMASKINTRO_757_M;!DELETED!;但是……等我……
PART_3_TRADER_TRADERMASKINTRO_757_F;;
PART_3_TRADER_TRADERMASKINTRO_189_M;!DELETED!;我会用秘密换毛皮。
PART_3_TRADER_TRADERMASKINTRO_189_F;;
PART_3_GAME_FLOW_PART3INTRO2_790_M;This is Botopia. A once great technological paradise.;这里是机托邦，一个曾经辉煌的科技天堂。
PART_3_GAME_FLOW_PART3INTRO2_790_F;;
PART_3_GAME_FLOW_PART3INTRO2_358_M;It's ruled over by four... uh...;它的统治者是四位……呃……
PART_3_GAME_FLOW_PART3INTRO2_358_F;;
PART_3_GAME_FLOW_PART3INTRO2_279_M;[c:bG]Uberbots[c:]... that's right.;[c:bG]巨型机器人[c:]……没错。
PART_3_GAME_FLOW_PART3INTRO2_279_F;;
PART_3_GAME_FLOW_PART3INTRO2_747_M;And you've got to get out there and beat them.;你要去那儿打败它们。
PART_3_GAME_FLOW_PART3INTRO2_747_F;;
PART_3_GAME_FLOW_PART3INTRO2_323_M;Why?;理由？
PART_3_GAME_FLOW_PART3INTRO2_323_F;;
PART_3_GAME_FLOW_PART3INTRO2_437_M;To perform [c:bG]The Great Transcendence[c:] of course.;当然是为了[c:bG]终极冥刻[c:]了。
PART_3_GAME_FLOW_PART3INTRO2_437_F;;
PART_3_GAME_FLOW_PART3INTRO2_370_M;Doesn't matter what that means. You want it, OK?;它是什么并不重要。你想实现它，对吧？
PART_3_GAME_FLOW_PART3INTRO2_370_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_293_M;Get up? No.;想站起来？门儿都没有。
PART_3_GAME_FLOW_PART3HANDCUFFED_293_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_824_M;We've got transcending to do.;我们没实现终极冥刻呢。
PART_3_GAME_FLOW_PART3HANDCUFFED_824_F;;
PART_3_MAP_HOLOAREASHOP_030_M;Glorious commerce.;不错的交易。
PART_3_MAP_HOLOAREASHOP_030_F;;
PART_3_MAP_HOLOAREASHOP_391_M;Your [c:bG]robobucks[c:] are accepted here.;我收你的[c:bG]机器币[c:]。
PART_3_MAP_HOLOAREASHOP_391_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_M;This is a cool one.;这个不错。
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_M;I'll overclock one of your cards. Give it an attack buff.;我可以超频你的一张卡牌，增强它的攻击力。
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_M;But if it dies it's gone forever.;但是如果卡牌被摧毁了，就会永远消失。
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_M;Done. Don't let it die.;好了。可别让它死了。
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_M;!DELETED!;希望你能领会。
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_M;!DELETED!;你来选一张卡，好吗？
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_M;!DELETED!;除了[c:bR]能量[c:]成本之外，此卡牌还需要[c:bR]宝石[c:]成本。
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_M;!DELETED!;别紧张，我还没出完呢。
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_M;!DELETED!;它的属性会根据你选中的宝石相应提升。
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_M;Remember your Side Deck?;还记得你的副牌组吗？
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_M;That useless thing with all the [c:bR]Empty Vessels[c:]?;上面都是些[c:bR]空容器[c:]的那副烂牌？
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_M;It's about to get less useless.;倒也还是能派上点用场。
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_M;Interesting...;真有意思……
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_M;I'm not sure that was right, but they all have [c:bR][v:0][c:] now.;我也不确定是否正确，不过现在卡牌上都有[c:bR][v:0][c:]印记了。
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_M;Your pick will be installed on every [c:bR]Empty Vessel[c:] card.;你选的宝石会嵌入每张[c:bR]空容器[c:]卡牌。
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_M;Ho! A traveller!;嚯！冒险者！
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_M;These parts do not see many.;在我们这儿可算是稀客。
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_M;You wish to pass these blades?;你想要通过这些刀片？
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_M;You wish to pass this ice?;你想要躲过这块冰？
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_M;Well, I suppose I could c-c-clear it.;我应该能搞……搞定它。
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_M;A little bit of [c:bR]heat[c:] should do the trick.;稍微[c:bR]升点温[c:]应该就行。
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_M;Heh... Heheh...;哈哈……哈哈哈……
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_M;This here g-gold?;这玩意儿是金……金子？
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_M;I were just 'bout to mine it.;这不巧了么，我正要挖呢。
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_M;Guess all I needed were a kick in the pants!;现在只差临门一脚！
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_662_M;Hold on a minute. I got a notification.;等会儿，来了个通知。
PART_3_MAP_P03CHECKSECURITYCAMS1_662_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_959_M;[c:bR]What?![c:];[c:bR]什么情况？！[c:]
PART_3_MAP_P03CHECKSECURITYCAMS1_959_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_467_M;That's it. The Dredging Room security camera is busted.;得，挖泥室的监控摄像头坏了。
PART_3_MAP_P03CHECKSECURITYCAMS2_467_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_240_M;It's nothing.;没事。
PART_3_MAP_P03CHECKSECURITYCAMS2_240_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_433_M;It's probably nothing.;应该没大问题。
