Column1;Column10;KOR 
ACTIVATEDDRAWSKELETON_TRIGGERTEXT_137_M;[creature] exhumes a Skeleton!;[creature]이(가) 해골을 발굴한다!
ACTIVATEDDRAWSKELETON_TRIGGERTEXT_137_F;;
ACTIVATEDHEAL_RULEBOOKNAME_429;Marrow Sucker;골수빨이 
ACTIVATEDHEAL_RULEBOOKDESCRIPTION_196;Pay 2 Bones to heal [creature].;2의 뼈를 내고 [creature]을(를) 회복한다.
ACTIVATEDHEAL_TRIGGERTEXT_013_M;[creature] sucks the marrow from bones to heal!;[creature]이(가) 골수를 빨아 회복한다!
ACTIVATEDHEAL_TRIGGERTEXT_013_F;;
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKNAME_909;Power Dice;파워 주사위
ACTIVATEDRANDOMPOWERENERGY_RULEBOOKDESCRIPTION_755;Pay 1 Energy to set the power of [creature] randomly between 1 and 6.;1의 에너지를 내고 [creature]의 공격력을 1에서 6 사이 임의의 숫자로 만든다. 
ACTIVATEDRANDOMPOWERENERGY_TRIGGERTEXT_293_M;[creature] rolls the dice...;[creature]이(가) 주사위를 굴리고...
ACTIVATEDRANDOMPOWERENERGY_TRIGGERTEXT_293_F;;
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKNAME_419;True Scholar;진정한 학자
ACTIVATEDSACRIFICEDRAWCARDS_RULEBOOKDESCRIPTION_333;If you have a Blue gem, sacrifice [creature] to draw 3 cards.;파란 보석이 있다면, [creature]을(를) 희생해 3개의 카드를 뽑는다.
ACTIVATEDSACRIFICEDRAWCARDS_TRIGGERTEXT_245_M;[creature] sacrifices itself for 3 cards!;[creature]이(가) 희생하여 세 카드를 뽑는다!
ACTIVATEDSACRIFICEDRAWCARDS_TRIGGERTEXT_245_F;;
ACTIVATEDSTATSUP_RULEBOOKNAME_305;Enlarge;거대화
ACTIVATEDSTATSUP_RULEBOOKDESCRIPTION_929;Pay 2 Bones to increase the power and health of [creature] by 1.;2의 뼈를 내고 [creature]의 공격력과 체력을 1씩 올린다.
ACTIVATEDSTATSUP_TRIGGERTEXT_928_M;[creature] grows stronger...;[creature]이(가) 강해진다...
ACTIVATEDSTATSUP_TRIGGERTEXT_928_F;;
ACTIVATEDSTATSUPENERGY_RULEBOOKNAME_019;Stimulate;자극
ACTIVATEDSTATSUPENERGY_RULEBOOKDESCRIPTION_496;Pay 3 Energy to increase the power and health of [creature] by 1.;3의 에너지를 내고 [creature]의 공격력과 체력을 1씩 높인다.
BOMBSPAWNER_RULEBOOKNAME_630;Bomb Spewer;폭탄 구토자
BOMBSPAWNER_RULEBOOKDESCRIPTION_783;When [creature] is played, fill all empty spaces with Explode Bots.;[creature]이(가) 나왔을 시, 모든 빈 공간을 폭발봇으로 채운다.
BOMBSPAWNER_TRIGGERTEXT_213_M;[creature] drops bombs all over the place!;[creature]이(가) 여기저기 폭탄을 떨군다!
BOMBSPAWNER_TRIGGERTEXT_213_F;;
BONEDIGGER_RULEBOOKNAME_188;Bone Digger;뼈 파내는 자
BONEDIGGER_RULEBOOKDESCRIPTION_220;At the end of the owner's turn, [creature] will generate 1 Bone.;주인의 턴이 끝나면, [creature]은(는) 1의 뼈를 생성한다.
BONEDIGGER_TRIGGERTEXT_101_M;[creature] digs up a bone!;[creature]이(가) 뼈를 파낸다!
BONEDIGGER_TRIGGERTEXT_101_F;;
BRITTLE_RULEBOOKNAME_456;Brittle;취약성
BRITTLE_RULEBOOKDESCRIPTION_950;After attacking, [creature] perishes.;공격한 후, [creature]은(는) 사망한다.
BRITTLE_TRIGGERTEXT_279_M;[creature] collapses into a pile of bones!;[creature]은(는) 뼈가 되어 무너진다!
BRITTLE_TRIGGERTEXT_279_F;;
BUFFGEMS_RULEBOOKNAME_713;Gem Animator;보석 조종자
BUFFGEMS_RULEBOOKDESCRIPTION_649;Mox cards on the owner's side of the board gain 1 power.;보드 위 주인 측 목스 카드는 1의 공격력을 얻는다.
CONDUITBUFFATTACK_RULEBOOKNAME_250;Attack Conduit;공격 전도체
CONDUITBUFFATTACK_RULEBOOKDESCRIPTION_470;Other creatures within a circuit completed by [creature] gain 1 power.;[creature]에 의해 회로가 완성된 피조물들은 1의 공격력을 얻는다.
CONDUITENERGY_RULEBOOKNAME_961;Energy Conduit;에너지 전도체
CONDUITENERGY_RULEBOOKDESCRIPTION_875;If [creature] is part of a completed circuit, your Energy never depletes.;[creature]이(가) 완성된 회로의 일부라면, 주인의 에너지는 감소하지 않는다.
CONDUITENERGY_TRIGGERTEXT_197_M;[creature] keeps your Energy charged.;[creature]은(는) 에너지를 유지해준다.
CONDUITENERGY_TRIGGERTEXT_197_F;;
CONDUITFACTORY_RULEBOOKNAME_826;Spawn Conduit;산란 전도체
CONDUITFACTORY_RULEBOOKDESCRIPTION_971;Empty spaces within a circuit completed by [creature] spawn L33pB0ts at the end of the owner's turn.;[creature]에 의해 채워진 회로의 빈 자리는 주인의 턴 마지막에 L33pB0ts를 생성한다.
CONDUITFACTORY_TRIGGERTEXT_916_M;[creature] constructs L33pB0ts in the charged space!;[creature]이(가) 충전 공간에서 L33pB0ts를 만들어낸다!
CONDUITFACTORY_TRIGGERTEXT_916_F;;
CONDUITHEAL_RULEBOOKNAME_873;Healing Conduit;회복 전도체
CONDUITHEAL_RULEBOOKDESCRIPTION_761;Other creatures within a circuit completed by [creature] are healed at the end of the owner's turn.;[creature]에 의해 완성된 회로 안 피조물은 주인의 턴 마지막에 회복한다.
CONDUITHEAL_TRIGGERTEXT_674_M;[creature] heals the creatures in the charged space!;[creature]이(가) 충전 공간에서 피조물을 회복시킨다!
CONDUITHEAL_TRIGGERTEXT_674_F;;
CONDUITNULL_RULEBOOKNAME_346;Null Conduit;무효화 전도체
CONDUITNULL_RULEBOOKDESCRIPTION_984;[creature] may complete a circuit, but provides no effect.;[creature]이(가) 회로를 완성해도, 아무 효과도 제공하지 않는다.
DOUBLEDEATH_RULEBOOKNAME_567;Handy;접근성
DOUBLEDEATH_RULEBOOKDESCRIPTION_546;When another creature you own dies, it is returned to life and dies again immediately.;당신의 다른 피조물이 죽을 시, 되살아난 후 즉시 사망한다.
DOUBLEDEATH_TRIGGERTEXT_565_M;[creature] raises the corpse from the dead! Then lets it die once more.;[creature]이(가) 시체를 되살린다! 다시금 죽게 한다.
DOUBLEDEATH_TRIGGERTEXT_565_F;;
DRAWNEWHAND_RULEBOOKDESCRIPTION_782;When [creature] is played, discard your hand then draw a new hand of 4 cards.;[creature]을(를) 낼 때, 패를 전부 버리고 새 카드 4장을 뽑는다.
DRAWNEWHAND_TRIGGERTEXT_790_M;[creature] destroys your hand... and draws a new one!;[creature]은(는) 패를 부수지만... 새 것을 준다!
DRAWNEWHAND_TRIGGERTEXT_790_F;;
DROPRUBYONDEATH_RULEBOOKNAME_250;Ruby Heart;루비 심장
DROPRUBYONDEATH_RULEBOOKDESCRIPTION_569;When [creature] perishes, a Ruby Mox is created in its place.;[creature]이(가) 사망할 때, 그 자리에 루비 목스가 생겨난다.
DROPRUBYONDEATH_TRIGGERTEXT_229_M;[creature] leaves a Ruby Mox in its place!;[creature]은(는) 그 자리에 루비 목스를 남긴다! 
DROPRUBYONDEATH_TRIGGERTEXT_229_F;;
EXPLODEONDEATH_RULEBOOKNAME_257;Detonator;기폭 장치
EXPLODEONDEATH_RULEBOOKDESCRIPTION_032;When [creature] dies, the creature opposing it, as well as adjacent friendly creatures, are dealt 10 damage.;[creature]이(가) 사망할 때, 맞은편과 근처의 아군 피조물까지 10의 피해를 입는다.
EXPLODEONDEATH_TRIGGERTEXT_829_M;[creature] detonates! Adjacent creatures are killed in the blast.;[creature]의 폭발! 범위 내 피조물들이 터져 죽는다.
EXPLODEONDEATH_TRIGGERTEXT_829_F;;
GAINBATTERY_RULEBOOKNAME_071;Battery Bearer;배터리 운반자
GAINBATTERY_RULEBOOKDESCRIPTION_344;When [creature] is played, it provides an Energy Cell to its owner.;[creature]을(를) 내면, 주인은 에너지 전지를 받는다.
GAINBATTERY_TRIGGERTEXT_488_M;[creature] provides an Energy Cell!;[creature]이(가) 에너지 전지를 제공한다!
GAINBATTERY_TRIGGERTEXT_488_F;;
GAINGEMBLUE_RULEBOOKNAME_902;Blue Mox;파란 목스
GAINGEMBLUE_RULEBOOKDESCRIPTION_756;While [creature] is on the board, it provides a Blue Gem to its owner.;[creature]이(가) 보드에 있는 동안, 주인에게 파란 보석을 제공한다.
GAINGEMGREEN_RULEBOOKNAME_178;Green Mox;초록 목스
GAINGEMGREEN_RULEBOOKDESCRIPTION_166;While [creature] is on the board, it provides a Green Gem to its owner.;[creature]이(가) 보드에 있는 동안, 주인에게 초록색 보석을 제공한다.
GAINGEMORANGE_RULEBOOKNAME_384;Orange Mox;오렌지 목스
GAINGEMORANGE_RULEBOOKDESCRIPTION_870;While [creature] is on the board, it provides an Orange Gem to its owner.;[creature]이(가) 보드에 있는 동안, 주인에게 오렌지색 보석을 제공한다.
GAINGEMTRIPLE_RULEBOOKNAME_452;Great Mox;위대한 목스
GAINGEMTRIPLE_RULEBOOKDESCRIPTION_386;While [creature] is on the board, it provides a Green, Orange, and Blue gem to its owner.;[creature]이(가) 보드에 있는 동안, 주인에게 초록색, 오렌지색, 파란색 보석을 제공한다.
GEMDEPENDANT_RULEBOOKNAME_743;Gem Dependant;보석 의존증
GEMDEPENDANT_RULEBOOKDESCRIPTION_780;If [creature]'s owner controls no Mox cards, [creature] perishes.;[creature]의 주인이 제어하는 목스 카드가 없을 시, [creature]은(는) 사망한다.
GEMDEPENDANT_TRIGGERTEXT_058_M;[creature] requires Mox cards to exist and therefore dies.;[creature]은(는) 목스 카드 없이는 못 살아, 결국 죽었다.
GEMDEPENDANT_TRIGGERTEXT_058_F;;
GEMSDRAW_RULEBOOKNAME_500;Mental Gemnastics;심리적 뵤기
GEMSDRAW_RULEBOOKDESCRIPTION_457;When [creature] is played, you draw cards equal to the amount of Mox cards on your side of the board.;[creature]을(를) 냈을 때, 당신 측의 목스 카드와 같은 양의 카드를 뽑는다.
GEMSDRAW_TRIGGERTEXT_861_M;[creature] draws on the power of your Gems!;[creature]이(가) 보석의 힘으로 카드를 뽑는다!
GEMSDRAW_TRIGGERTEXT_861_F;;
LOOT_RULEBOOKNAME_940;Looter;노획자
LOOT_RULEBOOKDESCRIPTION_857;When [creature] deals damage directly, draw a card for each damage dealt.;[creature]이(가) 직접 피해를 입힐 때, 입힌 피해만큼의 카드를 뽑는다.
LOOT_TRIGGERTEXT_253_M;[creature] draws cards after dealing direct damage.;[creature]이(가) 직접 피해를 입히고 카드를 뽑는다.
LOOT_TRIGGERTEXT_253_F;;
PREVENTATTACK_RULEBOOKNAME_036;Repulsive;역겨움
PREVENTATTACK_RULEBOOKDESCRIPTION_971;If a creature would attack [creature], it does not.;피조물이 [creature]을(를) 공격할 차례에, 공격하지 않는다.
SKELETONSTRAFE_RULEBOOKNAME_952;Skeleton Crew;기간 선원
SKELETONSTRAFE_RULEBOOKDESCRIPTION_387;At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil and drop a Skeleton in its old space.;주인의 턴이 끝날 때, [creature]은(는) 도장에 새겨진 방향으로 움직이며 이전의 자리에 해골을 떨군다.
SKELETONSTRAFE_TRIGGERTEXT_195_M;[creature] moves to a new space... and a Skeleton jumps ship!;[creature]이(가) 장소를 옮기며... 해골이 뛰어내린다!
SKELETONSTRAFE_TRIGGERTEXT_195_F;;
SQUIRRELSTRAFE_RULEBOOKNAME_313;Squirrel Shedder;다람쥐 흘리개
SQUIRRELSTRAFE_RULEBOOKDESCRIPTION_615;At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil and drop a Squirrel in their old space.;주인의 턴이 끝날 때, [creature]은(는) 도장에 새겨진 방향으로 움직이며 이전의 자리에 다람쥐를 떨군다.
SQUIRRELSTRAFE_TRIGGERTEXT_497_M;[creature] moves to a new space... and a Squirrel falls off!;[creature]이(가) 장소를 옮기며... 다람쥐를 떨군다!
SQUIRRELSTRAFE_TRIGGERTEXT_497_F;;
ALLSTRIKE_RULEBOOKNAME_638;Omni Strike;전원 타격
ALLSTRIKE_RULEBOOKDESCRIPTION_005;[creature] will strike each opposing space that is occupied by a creature. It will strike directly if no creatures oppose it.;[creature]은(는) 반대편의 모든 피조물을 공격한다. 피조물이 없을 시 직접 공격한다.
BEESONHIT_RULEBOOKNAME_866;Bees Within;내면의 벌
BEESONHIT_RULEBOOKDESCRIPTION_411;Once [creature] is struck, a Bee is created in your hand. [define:Bee];[creature]이(가) 공격당하면, 손에 벌이 만들어진다. [define:Bee]
BUFFNEIGHBOURS_RULEBOOKNAME_551;Leader;리더
BUFFNEIGHBOURS_RULEBOOKDESCRIPTION_896;Creatures adjacent to [creature] gain 1 power.;[creature]에 근접한 피조물들은 1의 공격력을 얻는다.
CORPSEEATER_RULEBOOKNAME_697;Corpse Eater;시체먹이
CORPSEEATER_RULEBOOKDESCRIPTION_192;If a creature that you own perishes by combat, [creature] in your hand is automatically played in its place.;피조물이 전투 중 사망하면, 손에 든 [creature]이(가) 자동적으로 그 자리에 놓여진다.
CORPSEEATER_TEXT_524_M;Corpses are in no short supply.;시체가 부족할 일은 없지.
CORPSEEATER_TEXT_524_F;;
CREATEBELLS_RULEBOOKNAME_242;Bellist;타종수
CREATEBELLS_RULEBOOKDESCRIPTION_488;When [creature] is played, a Chime is created on each empty adjacent space. [define:DausBell];[creature]을(를) 낼 때, 주위 빈 공간에 풍경이 생성된다. [define:DausBell]
CREATEDAMS_RULEBOOKNAME_387;Dam Builder;댐 건설자
CREATEDAMS_RULEBOOKDESCRIPTION_861;When [creature] is played, a Dam is created on each empty adjacent space. [define:Dam];[creature]을(를) 낼 때, 주위 빈 공간에 댐이 생성된다. [define:Dam]
CREATEDAMS_TEXT_639_M;A formidable defense.;가공할 방어력이지.
CREATEDAMS_TEXT_639_F;;
DEATHTOUCH_RULEBOOKNAME_042;Touch of Death;죽음의 손길
DEATHTOUCH_RULEBOOKDESCRIPTION_858;When [creature] damages another creature, that creature perishes.;[creature]이(가) 공격한 피조물은 즉시 사망한다.
DEATHTOUCH_TRIGGERTEXT_844_M;[creature]'s Touch of Death kills instantly!;[creature]의 죽음의 손길은 즉각적이다!
DEATHTOUCH_TRIGGERTEXT_844_F;;
DEATHTOUCH_TEXT_929_M;A serpent perhaps more deadly than Man.;인간보다 치명적일지도 모르는 뱀이다.
DEATHTOUCH_TEXT_929_F;;
DEBUFFENEMY_RULEBOOKNAME_687;Stinky;구린내
DEBUFFENEMY_RULEBOOKDESCRIPTION_542;The creature opposing [creature] loses 1 power.;[creature]의 맞은편의 피조물은 공격력을 1 잃는다.
DRAWANT_RULEBOOKNAME_333;Ant Spawner;개미 산란
DRAWANT_RULEBOOKDESCRIPTION_854;When [creature] is played, an Ant is created in your hand.;[creature]을(를) 내면, 손에 개미가 만들어진다.
DRAWANT_TEXT_734_M;Power in numbers - The Ant's creed.;병력의 힘 - 개미의 신조이지.
DRAWANT_TEXT_734_F;;
DRAWCOPY_RULEBOOKNAME_634;Fecundity;생식력
DRAWCOPY_RULEBOOKDESCRIPTION_869;When [creature] is played, a copy of it is created in your hand.;[creature]을(를) 내면, 손에 그 복제품이 만들어진다.
DRAWCOPY_TRIGGERTEXT_449_M;[creature] reproduces...;[creature]은(는) 번식한다...
DRAWCOPY_TRIGGERTEXT_449_F;;
DRAWCOPY_TEXT_090_M;Licentious Field Mice... always breeding.;음탕한 들쥐들... 늘 짝짓기를 하는구나.
DRAWCOPY_TEXT_090_F;;
DRAWCOPYONDEATH_RULEBOOKNAME_408;Unkillable;불사
DRAWCOPYONDEATH_RULEBOOKDESCRIPTION_621;When [creature] perishes, a copy of it is created in your hand.;[creature]이(가) 죽을 때, 손에 그 복제품이 만들어진다.
DRAWCOPYONDEATH_TEXT_303_M;Were you as unfaltering as the Cockroach...;네가 바퀴벌레만큼만 단호했다면...
DRAWCOPYONDEATH_TEXT_303_F;;
DRAWRABBITS_RULEBOOKNAME_836;Rabbit Hole;토끼굴
DRAWRABBITS_RULEBOOKDESCRIPTION_715;When [creature] is played, a Rabbit is created in your hand. [define:Rabbit];[creature]을 내면, 손에 토끼가 들어온다. [define:Rabbit]
DRAWRABBITS_TRIGGERTEXT_141_M;[creature] pulls out a Rabbit!;[creature]이(가) 토끼를 꺼낸다!
DRAWRABBITS_TRIGGERTEXT_141_F;;
DRAWRABBITS_TEXT_232_M;Never doubt the fecundity of rabbits.;토끼의 번식력을 의심하지 말거라.
DRAWRABBITS_TEXT_232_F;;
EVOLVE_RULEBOOKNAME_428;Fledgling;햇병아리
EVOLVE_RULEBOOKDESCRIPTION_028;[creature] will grow into a more powerful form after 1 turn on the board.;[creature]이(가) 보드에서 한 턴이 지나면 더 강력해진다.
EVOLVE_TRIGGERTEXT_787_M;[creature] transcends to a higher form!;[creature]이(가) 월등한 형태로 변화한다!
EVOLVE_TRIGGERTEXT_787_F;;
EVOLVE_TEXT_009_M;They grow up so fast.;참 빨리도 자라는구나.
EVOLVE_TEXT_009_F;;
FLYING_RULEBOOKNAME_550;Airborne;공수
FLYING_RULEBOOKDESCRIPTION_937;[creature] will strike an opponent directly, even if there is a creature opposing it.;[creature]은(는) 맞은편에 피조물을 무시하고 적을 직접 공격한다.
GUARDDOG_RULEBOOKNAME_492;Guardian;수호자
GUARDDOG_RULEBOOKDESCRIPTION_012;When an opposing creature is placed opposite to an empty space, [creature] will move to that empty space.;빈 공간의 맞은편에 피조물이 놓이면, [creature]은(는) 그 빈 공간으로 움직인다.
GUARDDOG_TRIGGERTEXT_620_M;[creature] leaps over to block.;[creature]이(가) 방어하러 도약한다!
GUARDDOG_TRIGGERTEXT_620_F;;
GUARDDOG_TEXT_284_M;Who let that dog out?;누가 개를 내보냈지?
GUARDDOG_TEXT_284_F;;
ICECUBE_RULEBOOKNAME_121;Frozen Away;해빙
ICECUBE_RULEBOOKDESCRIPTION_341;When [creature] perishes, the creature inside is released in its place.;[creature]이(가) 사망하면, 안에 있는 피조물이 그 자리를 대신한다.
ICECUBE_TRIGGERTEXT_374_M;[creature] releases the creature inside!;[creature]이(가) 내면의 피조물을 방출하였다!
ICECUBE_TRIGGERTEXT_374_F;;
QUADRUPLEBONES_RULEBOOKNAME_648;Bone King;골왕
QUADRUPLEBONES_RULEBOOKDESCRIPTION_200;When [creature] dies, 4 bones are awarded instead of 1.;[creature]이(가) 사망하면, 1이 아닌 4개의 뼈가 주어진다.
QUADRUPLEBONES_TRIGGERTEXT_929_M;[creature] yield 4 bones.;[creature]은(는) 4개의 뼈를 내놓는다.
QUADRUPLEBONES_TRIGGERTEXT_929_F;;
QUADRUPLEBONES_TEXT_546_M;So many bones...;참 많은 뼈로군...
QUADRUPLEBONES_TEXT_546_F;;
RANDOMABILITY_RULEBOOKNAME_969;Amorphous;비정질
RANDOMABILITY_RULEBOOKDESCRIPTION_549;When [creature] is drawn, this sigil is replaced with another sigil at random.;[creature]을(를) 뽑으면, 임의의 다른 도장을 얻는다.
RANDOMCONSUMABLE_RULEBOOKNAME_126;Trinket Bearer;싸구려 장신구
RANDOMCONSUMABLE_RULEBOOKDESCRIPTION_591;When [creature] is played, you will receive a random item as long as your pack is not full.;[creature]을(를) 낼 때, 가방이 가득 차지 않았다면 임의의 아이템을 받는다.
REACH_RULEBOOKNAME_155;Mighty Leap;위대한 도약
REACH_RULEBOOKDESCRIPTION_583;[creature] will block an opposing creature bearing the Airborne sigil.;[creature]은(는) 공수 도장이 있는 맞은편 적의 공격을 막는다.
SACRIFICIAL_RULEBOOKNAME_208;Many Lives;많은 목숨
SACRIFICIAL_RULEBOOKDESCRIPTION_598;When [creature] is sacrificed it does not perish.;[creature]이(가) 희생되어도 사망하지 않는다.
SHARP_RULEBOOKNAME_460;Sharp Quills;뾰족한 깃
SHARP_RULEBOOKDESCRIPTION_739;Once [creature] is struck, the striker is then dealt a single damage point.;[creature]이(가) 공격당하면, 공격자는 1의 피해를 입는다.
SHARP_TRIGGERTEXT_893_M;[creature]'s spikes dig in.;[creature]의 가시가 파고든다.
SHARP_TRIGGERTEXT_893_F;;
SHARP_TEXT_212_M;A thorny rebuke.;가시돋친 지적이군.
SHARP_TEXT_212_F;;
SPLITSTRIKE_RULEBOOKNAME_495;Bifurcated Strike;이분공격
SPLITSTRIKE_RULEBOOKDESCRIPTION_701;[creature] will strike each opposing space to the left and right of the space across from it.;[creature]은(는) 맞은편의 좌측과 우측만을 공격한다.
SQUIRRELORBIT_RULEBOOKNAME_995;Tidal Lock;조력 고정
SQUIRRELORBIT_RULEBOOKDESCRIPTION_985;At the beginning of its owner's turn, [creature] will pull small creatures, like Squirrels, into its orbit.;주인의 턴의 시작할 때, [creature]은(는) 다람쥐처럼 작은 피조물을 궤도로 끌어당긴다.
STEELTRAP_RULEBOOKNAME_883;Steel Trap;강철 덫
STEELTRAP_RULEBOOKDESCRIPTION_247;When [creature] perishes, the creature opposing it perishes as well. A pelt is created in your hand.;[creature]이(가) 사망할 때, 맞은편의 피조물도 함께 사망한다. 주인의 손에는 가죽이 주어진다.
STEELTRAP_TRIGGERTEXT_856_M;[creature] snaps shut!;[creature]이(가) 질끈 닫힌다!
STEELTRAP_TRIGGERTEXT_856_F;;
STRAFE_RULEBOOKNAME_331;Sprinter;질주자
STRAFE_RULEBOOKDESCRIPTION_773;At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil.;주인의 턴이 끝날 때, [creature]은(는) 도장에 새겨진 방향으로 움직인다.
STRAFE_TRIGGERTEXT_432_M;[creature] moves to a new space.;[creature]이(가) 장소를 옮긴다.
STRAFE_TRIGGERTEXT_432_F;;
STRAFE_TEXT_512_M;Fleeing will not save you.;도망쳐도 살아남을 수는 없다.
STRAFE_TEXT_512_F;;
STRAFEPUSH_RULEBOOKNAME_028;Hefty;두둑함
STRAFEPUSH_RULEBOOKDESCRIPTION_681;At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil. Creatures in the way will be pushed in the same direction.;주인의 턴이 끝날 때, [creature]은(는) 도장에 새겨진 방향으로 움직인다. 경로의 피조물들은 같은 방향으로 밀려난다.
STRAFEPUSH_TRIGGERTEXT_208_M;[creature] moves to a new space, pushing anything in its way.;[creature]이(가) 장소를 옮기며, 가로막는 것들을 밀어버린다.
STRAFEPUSH_TRIGGERTEXT_208_F;;
STRAFEPUSH_TEXT_431_M;The might of the Moose cannot be halted.;큰사슴의 괴력은 막을 수 없지.
STRAFEPUSH_TEXT_431_F;;
SUBMERGE_RULEBOOKNAME_482;Waterborne;수생
SUBMERGE_RULEBOOKDESCRIPTION_320;[creature] submerges itself during its opponent's turn. While submerged, opposing creatures attack its owner directly.;[creature]은(는) 상대의 턴에 잠수한다. 잠수하는 동안, 맞은편의 피조물은 직접 공격한다.
SUBMERGE_TRIGGERTEXT_389_M;[creature] emerges from the deep.;[creature]이(가) 심해에서 올라온다.
SUBMERGE_TRIGGERTEXT_389_F;;
SUBMERGE_TEXT_541_M;Hold your breath...;숨을 참아라...
SUBMERGE_TEXT_541_F;;
TAILONHIT_RULEBOOKNAME_865;Loose Tail;헐거운 꼬리
TAILONHIT_RULEBOOKDESCRIPTION_124;When [creature] would be struck, a Tail is created in its place and [creature] moves to the right.;[creature]이(가) 공격당할 상황에, 꼬리가 만들어지고 [creature]은(는) 오른쪽으로 움직인다.
TAILONHIT_TEXT_547_M;It's hard to call it cowardly...;겁쟁이라 부르긴 어렵겠군...
TAILONHIT_TEXT_547_F;;
TRIPLEBLOOD_RULEBOOKNAME_638;Worthy Sacrifice;값진 희생
TRIPLEBLOOD_RULEBOOKDESCRIPTION_529;[creature] is counted as 3 Blood rather than 1 Blood when sacrificed.;[creature]은(는) 희생될 시 1이 아닌 3의 피를 제공한다.
TRISTRIKE_RULEBOOKNAME_546;Trifurcated Strike;삼분공격
TRISTRIKE_RULEBOOKDESCRIPTION_951;[creature] will strike each opposing space to the left, right, and center of it.;[creature]은(는) 맞은편의 좌측, 우측, 중앙을 공격한다.
TUTOR_RULEBOOKNAME_467;Hoarder;축적가
TUTOR_RULEBOOKDESCRIPTION_739;When [creature] is played, you may search your deck for any card and take it into your hand.;[creature]을(를) 낼 때, 자신의 덱을 뒤져 원하는 카드를 뽑을 수 있다.
TUTOR_TEXT_946_M;Shiny.;반짝이는군.
TUTOR_TEXT_946_F;;
WHACKAMOLE_RULEBOOKNAME_617;Burrower;굴살이
WHACKAMOLE_RULEBOOKDESCRIPTION_925;When an empty space would be struck, [creature] will move to that space to receive the strike instead.;빈 공간이 공격당할 상황에, [creature]은(는) 그 자리로 가 대신 피해를 받는다.
WHACKAMOLE_TRIGGERTEXT_589_M;[creature] digs down and pops out to block.;[creature]은(는) 파고 들어가 방어를 위해 튀어나온다.
WHACKAMOLE_TRIGGERTEXT_589_F;;
WHACKAMOLE_TEXT_739_M;Meddlesome Mole...;걸리적대는 두더지...
WHACKAMOLE_TEXT_739_F;;
BUFFENEMY_RULEBOOKNAME_972;Annoying;구타유발자
BUFFENEMY_RULEBOOKDESCRIPTION_818;The creature opposing [creature] gains 1 power.;[creature] 맞은편의 피조물은 1의 공격력을 얻는다.
CELLBUFFSELF_RULEBOOKNAME_986;Buff When Powered;전력 주입 시 버프
CELLBUFFSELF_RULEBOOKDESCRIPTION_268;If [creature] is within a circuit, it gains 2 power.;[creature]이(가) 회로 안에 있을 경우 2의 공격력을 얻는다.
CELLDRAWRANDOMCARDONDEATH_RULEBOOKNAME_785;Gift When Powered;전력 주입 시 선물
CELLDRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_034;If [creature] is within a circuit when it perishes, a random card is created in your hand.;[creature]이(가) 사망할 때 회로안에 있다면, 손에 임의의 카드가 주어진다.
CELLTRISTRIKE_RULEBOOKNAME_743;Trifurcated When Powered;전력 주입 시 삼분공격
CELLTRISTRIKE_RULEBOOKDESCRIPTION_157;If [creature] is within a circuit, it will strike each opposing space to the left, right, and center of it.;[creature]이(가) 회로 안에 있을 시, 맞은편의 좌측, 우측, 중앙을 공격한다.
CONDUITSPAWNGEMS_RULEBOOKNAME_106;Gem Spawn Conduit;보석 산란 전도체
CONDUITSPAWNGEMS_RULEBOOKDESCRIPTION_088;Empty spaces within a circuit completed by [creature] spawn Gem Vessels at the end of the owner's turn.;회로 안의 빈 공간을 [creature]으(로) 채울 시, 주인의 턴 끝에 보석 그릇을 생성한다.
DEATHSHIELD_RULEBOOKNAME_646;Armored;장갑
DEATHSHIELD_RULEBOOKDESCRIPTION_345;The first time [creature] would take damage, prevent that damage.;[creature]이(가) 처음 피해를 입을 때, 그 피해를 막는다.
DELETEFILE_RULEBOOKNAME_928;Hostage File;인질 파일
DELETEFILE_RULEBOOKDESCRIPTION_343;When [creature] perishes the file used to create it is really deleted from your Hard Drive.;[creature]이(가) 사망할 때, 생성 시 사용된 파일이 당신의 하드에서 삭제된다.
DRAWRANDOMCARDONDEATH_RULEBOOKNAME_613;Gift Bearer;선물 운반자
DRAWRANDOMCARDONDEATH_RULEBOOKDESCRIPTION_048;When [creature] perishes, a random card is created in your hand.;[creature]이(가) 사망할 때, 임의의 카드가 손에 주어진다.
DRAWVESSELONHIT_RULEBOOKNAME_336;Vessel Printer;그릇 프린터
DRAWVESSELONHIT_RULEBOOKDESCRIPTION_344;Once [creature] is struck, draw a card from your Empty Vessel pile.;[creature]이(가) 공격당하면, 빈 그릇 더미에서 카드 하나를 뽑는다.
EXPLODEGEMS_RULEBOOKNAME_516;Gem Detonator;보석 기폭 장치
EXPLODEGEMS_RULEBOOKDESCRIPTION_918;When Gem Vessels on the owner's side of the board die, they Detonate (the creature opposing them, as well as adjacent friendly creatures, are dealt 10 damage).;주인 측의 보석 그릇은 죽을 때 폭발한다 (맞은편, 근처의 아군 피조물까지 10의 피해를 입는다).
