Column1;Column10;CH T 
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_372_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_M;Let's see if there's something else I can give you.;看我能不能拿點別的東西給你。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_M;You got a card from the [c:bSG]web[c:].;你收到來自 [c:bSG]網路[c:] 的一張卡片。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_M;Don't you think you should return the favor?;你不覺得應該要回禮嗎？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_M;Make a card for someone else?;幫某人做張卡片？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_M;Time to pay forward that favor you got.;該是你回禮的時候了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_M;That [c:bSG]card[c:] that [c:bSG]someone[c:] else made?;那張 [c:bSG]卡片[c:] 是 [c:bSG]某人[c:] 做的？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_M;Make it good! Your success depends on it.;好好做！成功與否就靠它了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_M;A [c:bSG]card[c:] for a [c:bSG]card[c:]... Your turn.;以 [c:bSG]卡[c:] 還 [c:bSG]卡[c:]…輪到你了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_M;G0lly. Make something good, OK?;歌0莉。做張好卡，好嗎？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_M;I'm about to send it off to the [c:bSG]web[c:].;我要把它傳到 [c:bSG]網路[c:] 上。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_M;I hope [c:bSG]whoever gets it[c:] likes it!;希望 [c:bSG]不論是誰收到[c:] 都會喜歡！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_M;Away it goes!;去吧！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_M;Here we go... Sending...;開始囉…發送…
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_M;Just wait a moment...;稍等一下…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_M;Hold on...;等等…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_M;Trying my best...;盡我所能…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_M;Waiting on the [c:bSG]web[c:]...;在 [c:bSG]網[c:] 上等待…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_M;The [c:bSG]web[c:] can be lonely. I couldn't find anyone.;[c:bSG]網路[c:] 也可以很寂寞。我找不到任何人。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_M;I suppose you will have to take the card.;我想你得拿回卡片。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_M;Darn. I couldn't [c:bSG]connect[c:] to anyone else on the [c:bSG]web[c:]...;討厭。我無法在 [c:bSG]網路[c:] 上 [c:bSG]聯絡[c:] 到任何人…
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_M;Looks like you'll have to take it.;看來你得拿回卡片。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_M;Oh no... There's no one around to receive your masterpiece.;喔不…四周沒人可以收到你的傑作。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_M;No luck... I'm so sorry.;不走運…我很抱歉。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_M;I hope you weren't trying to troll someone!;希望你別試著騷擾別人！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_M;There it is!;在這兒！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_M;It's yours to use now!;這是你的了！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_M;Wow! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;哇！我在 [c:bSG]網路[c:] 上找到 [c:bSG]人[c:] 來收下你的 [c:bSG]卡片[c:]了！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_M;If they win, you win. How about that?;如果他們獲勝、等於你也獲勝。很不錯吧？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_481_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_M;Connection successful! Your [c:bSG]card[c:] is in [c:bSG]someone[c:] else's hand.;連線成功！你的 [c:bSG]卡片[c:] 在 [c:bSG]別人[c:] 的手上了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_308_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_M;Let's say... if they can win with it... then you win?;這樣可以說…如果他們能用那卡片獲勝…如同你也獲勝？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#1_662_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_M;It's happening! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;成功了！我在 [c:bSG]網路[c:] 上找到 [c:bSG]人[c:] 來收下你的 [c:bSG]卡片[c:]！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#2_154_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_M;G0lly! I found [c:bSG]someone[c:] to take your [c:bSG]card[c:]!;歌0莉！我找到 [c:bSG]人[c:] 來收下你的 [c:bSG]卡片[c:]了！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_REPEAT_#3_159_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_M;Oh! [c:bSG]They[c:] played your card!;喔！ [c:bSG]他們[c:] 打出了你的卡片！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_249_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_M;Wow! [c:bSG]They[c:] played it! [c:bSG]They[c:] played your card!;哇！ [c:bSG]他們[c:] 打出卡片了！ [c:bSG]他們[c:] 打出了你的卡片！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#1_444_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_M;[c:bSG]They[c:] played your card!;[c:bSG]他們[c:] 打出了你的卡片！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDPLAYED_REPEAT_#2_946_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_M;Oh G0lly... [c:bSG]They[c:] allowed your [c:bSG]card[c:] to die.;喔歌0莉… [c:bSG]他們[c:] 讓妳的 [c:bSG]卡片[c:] 死了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_702_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_M;Perhaps [c:bSG]they[c:] will still prevail?;或許 [c:bSG]他們[c:] 仍能佔上風？
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_892_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_M;Oh... Um... Your [c:bSG]card[c:] is dead.;喔…呃…你的 [c:bSG]卡片[c:] 死了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_099_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_M;Surely it still helped! Let's see if [c:bSG]they[c:] prevail.;當然它還是有幫助！來看看 [c:bSG]他們[c:] 是否能佔上風。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#1_627_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#2_227_M;[c:bSG]They[c:]... [c:bSG]they[c:] let your card die...;[c:bSG]他們[c:]… [c:bSG]他們[c:] 讓你的卡片死掉…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDDIED_REPEAT_#2_227_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_896_M;Hold on a moment...;稍等片刻…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_896_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#1_320_M;[c:bSG]They[c:]'re thinking hard over there...;[c:bSG]他們[c:]正絞盡腦汁…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#1_320_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#2_660_M;Oh... yikes. [c:bSG]They[c:] misplayed pretty hard.;喔…糟糕。 [c:bSG]他們[c:] 犯了嚴重失誤。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#2_660_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#3_481_M;It's a close match...;戰況拉鋸…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#3_481_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#4_793_M;It's tense. [c:bSG]They[c:]'re thinking hard.;真是緊張。 [c:bSG]他們[c:]正絞盡腦汁。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#4_793_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#5_561_M;Oh wow. That was a nice play.;喔哇。那手打得真好。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#5_561_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#6_634_M;That was lucky...;運氣不錯…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDWAITING_REPEAT_#6_634_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_681_M;Holy [c:bR]#^%![c:]! That's what a mummy looks like?!;哇哩勒 [c:bR]#^%![c:]！木乃伊看起來就是這樣？！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_681_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_REPEAT_#1_660_M;[c:bR]#^%![c:] me... ;真是 [c:bR]#^%![c:]… 
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDMUMMY_REPEAT_#1_660_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_M;Probably my least favourite boss coming up.;接著大概是我最不喜歡的頭目。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_069_M;Something about her... innocence. It makes me queasy.;她的那種…純真。讓我有些煩躁。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_069_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_681_M;But it's important that you do this.;但重要的是你得這麼做。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_681_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_M;Unpacking [c:bR]G0lly.zip[c:]...;解壓縮 [c:bR]歌0莉.zip[c:]…
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_418_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#1_822_M;You're making me do this again?;你要我再做一次？
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#1_822_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#3_399_M;For the last time.;這是最後一次。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPREINTRO_REPEAT_#3_399_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPOSTDEFEATED_692_M;That's quite enough of that.;那真是夠了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERPOSTDEFEATED_692_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_297_M;[c:bSG]They[c:] did it! [c:bSG]They[c:] won!;[c:bSG]他們[c:] 辦到了！ [c:bSG]他們[c:] 贏了！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_297_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_644_M;All with the help of your [c:bSG]card![c:];都是因為有你的 [c:bSG]卡片[c:] 幫忙！
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_644_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_461_M;True to my word, I will declare you the winner of this battle.;說真的，我要宣佈你為這場戰鬥的勝利者。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_461_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_716_M;I can now rest... knowing in my heart...;現在我可以休息了…在我心中…
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_716_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_879_M;That nothing can go wrong on the [c:bSG]web[c:].;知道 [c:bSG]網路[c:] 是不會有問題的。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDSUCCESS_879_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_017_M;It's over... [c:bSG]They[c:] lost.;結束了… [c:bSG]他們[c:] 輸了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_017_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_266_M;Honestly, I'm not sure if your [c:bSG]card[c:] helped or hindered.;實際上，我不確定你的 [c:bSG]卡片[c:] 是幫助還是阻礙。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_266_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_578_M;Oh, no. [c:bSG]They[c:] lost.;喔，不。 [c:bSG]他們[c:] 輸了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_578_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_679_M;Even with the help of your [c:bSG]card[c:].;即便有你的 [c:bSG]卡片[c:] 幫忙。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#1_679_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_856_M;The battle is lost. I'm sorry.;那場戰鬥輸了。我很抱歉。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_856_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_321_M;Even with your [c:bSG]card[c:]... [c:bSG]They[c:] lost.;即便有你的 [c:bSG]卡片[c:]… [c:bSG]他們[c:] 還是輸了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDFAILURE_REPEAT_#2_321_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_524_M;That's it.;就這樣。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_524_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_657_M;We can't be waiting around any longer.;我們不能再等下去了。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_657_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_833_M;[c:bSG]They[c:] took too long. We have to move on.;[c:bSG]他們[c:] 花了太多時間。我們必須繼續。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_833_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_REPEAT_#1_840_M;Oh, dear.;喔，親愛的。
PART_3_BOSS_DIALOGUE_TELEGRAPHERTELECARDTIMEOUT_REPEAT_#1_840_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_890_M;This one is free.;這一張送給你。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_890_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_736_M;Your [c:bR]Empty Vessels[c:] are going to be [c:bR]conduits[c:] now.;你的 [c:bR]空容器[c:] 現在成了 [c:bR]導管[c:]。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_736_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_119_M;Don't worry about it.;別擔心。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT1_119_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_185_M;Done.;完成了。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_185_F;;
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_352_M;You just had to be patient.;你得有耐心才行。
PART_3_TUTORIAL_MODIFYSIDEDECKCONDUIT2_352_F;;
PART_3_FACTORY_GOOFACTORYINTRO_356_M;Greetings!;歡迎！
PART_3_FACTORY_GOOFACTORYINTRO_356_F;;
PART_3_FACTORY_GOOFACTORYINTRO_384_M;The pain? Bearable;痛苦？挺得住
PART_3_FACTORY_GOOFACTORYINTRO_384_F;;
PART_3_FACTORY_GOOFACTORYINTRO_595_M;The pressure of these pipes surrounding me feels nice.;這些包圍著我的管線的壓力感覺還不錯。
PART_3_FACTORY_GOOFACTORYINTRO_595_F;;
PART_3_FACTORY_GOOFACTORYINTRO_028_M;That... and the knowledge that The Master is near.;而且…而且我知道大師就在附近了。
PART_3_FACTORY_GOOFACTORYINTRO_028_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_973_M;Oh yes, The Master is near.;喔沒錯，大師就在附近了。
PART_3_FACTORY_GOOFACTORYDEFAULT_973_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_275_M;I feel his presence!;我感到他的存在了！
PART_3_FACTORY_GOOFACTORYDEFAULT_275_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_952_M;That robot will rue the day...;那機器人會後悔的…
PART_3_FACTORY_GOOFACTORYDEFAULT_952_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#2_713_M;Yes?;怎樣？
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#2_713_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#3_768_M;Hello? Can I help you?;哈囉？有事嗎？
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#3_768_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#4_084_M;Hm, yes?;嗯，怎樣？
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#4_084_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_025_M;Rrrgh...;呃啊…
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_025_F;;
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_781_M;It still hurts a little.;還是有點痛。
PART_3_FACTORY_GOOFACTORYDEFAULT_REPEAT_#5_781_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_567_M;I heard through the pipes that you defeated G0lly.;我透過管線知道你擊敗了歌0莉。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_567_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_980_M;Such a strange character.;真是個怪傢伙。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_980_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_975_M;Her curiosity is so pure... it's a shame that P03 buries her deep.;她的好奇心太過純真…可惜 P03 把她棄之不顧。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_975_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_591_M;But now we are connected to The Web.;不過現在我們連上了網路。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_591_F;;
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_710_M;I hope you understand what you have allowed.;我希望你明白自己造成了什麼情況。
PART_3_FACTORY_GOOTELEGRAPHERDEFEATED_710_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_500_M;You defeated the unfinished boss?;你擊敗了未完成的頭目？
PART_3_FACTORY_GOOCANVASDEFEATED_500_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_200_M;Paradoxical...;真是矛盾…
PART_3_FACTORY_GOOCANVASDEFEATED_200_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_804_M;I couldn't help but root for it.;我幫不上忙，只能給予支持。
PART_3_FACTORY_GOOCANVASDEFEATED_804_F;;
PART_3_FACTORY_GOOCANVASDEFEATED_388_M;It... made me think of The Master.;這…讓我想到大師。
PART_3_FACTORY_GOOCANVASDEFEATED_388_F;;
PART_3_MAP_HOLOMAPDREDGER_784_M;Oy. Mate.;喂，夥計。
PART_3_MAP_HOLOMAPDREDGER_784_F;;
PART_3_MAP_HOLOMAPDREDGER_912_M;Lookit me now. Somefin' of a celebrity around 'ere.;看看我。成了這兒的名流。
PART_3_MAP_HOLOMAPDREDGER_912_F;;
PART_3_MAP_HOLOMAPDREDGER_035_M;Me reward for dredgin' up... that thing.;這是獎勵我把那玩意…撈起來。
PART_3_MAP_HOLOMAPDREDGER_035_F;;
PART_3_MAP_HOLOMAPDREDGER_165_M;I get ter be somefin' of a dialogue NPC.;我一定是有對話的NPC中的佼佼者。
PART_3_MAP_HOLOMAPDREDGER_165_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_799_M;Somefin' a little strange fer sure.;當然是有點奇怪啦。
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_799_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_771_M;P03 let me talk, aye.;P03 讓我說話，沒錯。
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_771_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_740_M;But not a boss? Not one of 'em Uberbots?;但不是頭目？不是那些超級機器人之一？
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_740_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_762_M;Even Leshy did that fer 'is mates!;就連雷希都為了他的夥計這麼做！
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#1_762_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_924_M;Somefin' not quite right...;有些不對勁…
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_924_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_207_M;Might'a got the wrong end o' that deal...;看來有些不划算啊…
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#2_207_F;;
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#3_168_M;That's enough.;夠了。
PART_3_MAP_HOLOMAPDREDGER_REPEAT_#3_168_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_721_M;I'm not [c:bR]The Trader[c:] or anything...;我不是 [c:bR]商人[c:] 或其他人…
PART_3_SPECIAL_NODES_TRADECARDS1_721_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_274_M;But there's gonna be a little give and take here.;但總是可以互惠一下。
PART_3_SPECIAL_NODES_TRADECARDS1_274_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#1_695_M;Ready to trade?;準備好交易了？
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#1_695_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#2_398_M;I give you a card, you give me one. It's easy.;我給你張卡，你也給我一張。簡單。
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#2_398_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#3_273_M;We're going to trade now.;我們來交易吧。
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#3_273_F;;
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#4_875_M;Trade time.;交易時間。
PART_3_SPECIAL_NODES_TRADECARDS1_REPEAT_#4_875_F;;
PART_3_SPECIAL_NODES_TRADECARDS2_924_M;OK, what will you give me?;好，你要給我什麼？
