Column1;Column10;SP 
GBC_FINALE_PART2FINALEBATTLE3_492_M;That's the ticket.;Así se hace.
GBC_FINALE_PART2FINALEBATTLE3_492_F;;
PART_3_MAP_HOLOAREAWIZARD1_810_M;You like the gems?;¿Te gustan las gemas?
PART_3_MAP_HOLOAREAWIZARD1_810_F;;
PART_3_MAP_HOLOAREAWIZARD1_039_M;They're tacky I think.;A mí me parecen una horterada.
PART_3_MAP_HOLOAREAWIZARD1_039_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_301_M;The guy who used to live here was a major drag.;El tipo que vivía aquí antes era una verdadera lata.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_301_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_636_M;Though I'll admit... he was not dull.;Aunque tengo que admitir... que aburrido no era.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_636_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_M;Guy had a plan for every eventuality.;Tenía un plan para cada contingencia.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_M;That is, except for [c:bG]The Great Transcendence[c:].;Bueno, excepto para [c:bG]la Gran Trascendencia[c:].
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_M;Oh, right.;Ah, claro.
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_M;This [c:bG]Uberbot[c:]...;Este [c:bG]uberbot[c:]...
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_M;Well, you'll see.;Bueno, ya verás.
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_F;;
GOO_BOTTLE_GOODEFAULT_125_M;Arrrrghh!;¡Arrrrghh!
GOO_BOTTLE_GOODEFAULT_125_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_M;Rrrrgh...;Rrrrgh...
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_M;Rrrgh! Arrrgh!;¡Rrrgh! ¡Arrrgh!
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_M;Arrrrghh! Oh the agony!;¡Arrrrghh! ¡Oh, qué dolor!
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_F;;
GOO_BOTTLE_GOOWIZARDEYE_781_M;Could it be?;¿Será posible?
GOO_BOTTLE_GOOWIZARDEYE_781_F;;
GOO_BOTTLE_GOOWIZARDEYE_798_M;You have The Master's eye!;¡Tienes el ojo del Maestro!
GOO_BOTTLE_GOOWIZARDEYE_798_F;;
GOO_BOTTLE_GOOWIZARDEYE_478_M;D-does this mean The Master can see me?;¿E-esto significa que el Maestro puede verme?
GOO_BOTTLE_GOOWIZARDEYE_478_F;;
GOO_BOTTLE_GOOWIZARDEYE_366_M;Magnificus? Can you see me?;¿Magnificus? ¿Me ves?
GOO_BOTTLE_GOOWIZARDEYE_366_F;;
GOO_BOTTLE_GOOWIZARDEYE_897_M;Can you free me?;¿Puedes liberarme?
GOO_BOTTLE_GOOWIZARDEYE_897_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_M;I am serious. You cannot use that.;Lo digo en serio. No puedes usar eso.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_M;There is no possible use for it.;No tiene ninguna utilidad posible.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_M;I'll place it on that shelf over there for now.;Por ahora, la colocaré en ese estante de allí.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_M;My advice? Avoid it.;¿Mi consejo? Evítala.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_F;;
GOO_BOTTLE_GOOINTRO_808_M;The pain is unbearable!;¡El dolor es insoportable!
GOO_BOTTLE_GOOINTRO_808_F;;
GOO_BOTTLE_GOOINTRO_437_M;Even after all these years...;Incluso después de todos estos años...
GOO_BOTTLE_GOOINTRO_437_F;;
GOO_BOTTLE_GOOINTRO_542_M;What do you want?;¿Qué quieres?
GOO_BOTTLE_GOOINTRO_542_F;;
GOO_BOTTLE_GOOINTRO_011_M;I have very little to live for these days...;Tengo muy pocos motivos para vivir últimamente...
GOO_BOTTLE_GOOINTRO_011_F;;
PART_3_TRADER_TRADERMASKINTRO_716_M;!DELETED!; 
PART_3_TRADER_TRADERMASKINTRO_716_F;;
PART_3_TRADER_TRADERMASKINTRO_757_M;!DELETED!; 
PART_3_TRADER_TRADERMASKINTRO_757_F;;
PART_3_TRADER_TRADERMASKINTRO_189_M;!DELETED!; 
PART_3_TRADER_TRADERMASKINTRO_189_F;;
PART_3_GAME_FLOW_PART3INTRO2_790_M;This is Botopia. A once great technological paradise.;Esto es Botopía. En tiempos fue un gran paraíso tecnológico.
PART_3_GAME_FLOW_PART3INTRO2_790_F;;
PART_3_GAME_FLOW_PART3INTRO2_358_M;It's ruled over by four... uh...;Lo gobiernan cuatro... eh...
PART_3_GAME_FLOW_PART3INTRO2_358_F;;
PART_3_GAME_FLOW_PART3INTRO2_279_M;[c:bG]Uberbots[c:]... that's right.;[c:bG]Uberbots[c:]... Eso es.
PART_3_GAME_FLOW_PART3INTRO2_279_F;;
PART_3_GAME_FLOW_PART3INTRO2_747_M;And you've got to get out there and beat them.;Y tienes que salir a derrotarlos.
PART_3_GAME_FLOW_PART3INTRO2_747_F;;
PART_3_GAME_FLOW_PART3INTRO2_323_M;Why?;¿Por qué?
PART_3_GAME_FLOW_PART3INTRO2_323_F;;
PART_3_GAME_FLOW_PART3INTRO2_437_M;To perform [c:bG]The Great Transcendence[c:] of course.;Para llevar a cabo [c:bG]la Gran Trascendencia,[c:] claro está.
PART_3_GAME_FLOW_PART3INTRO2_437_F;;
PART_3_GAME_FLOW_PART3INTRO2_370_M;Doesn't matter what that means. You want it, OK?;No importa lo que signifique eso. Tú la quieres, ¿vale?
PART_3_GAME_FLOW_PART3INTRO2_370_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_293_M;Get up? No.;¿Levantarte? No.
PART_3_GAME_FLOW_PART3HANDCUFFED_293_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_824_M;We've got transcending to do.;Tenemos que trascender.
PART_3_GAME_FLOW_PART3HANDCUFFED_824_F;;
PART_3_MAP_HOLOAREASHOP_030_M;Glorious commerce.;Glorioso comercio.
PART_3_MAP_HOLOAREASHOP_030_F;;
PART_3_MAP_HOLOAREASHOP_391_M;Your [c:bG]robobucks[c:] are accepted here.;Aquí se aceptan tus [c:bG]robopavos[c:].
PART_3_MAP_HOLOAREASHOP_391_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_M;This is a cool one.;Esto mola.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_M;I'll overclock one of your cards. Give it an attack buff.;Potenciaré una de tus cartas. Le daré un aumento de ataque.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_M;But if it dies it's gone forever.;Pero, si muere, desaparecerá para siempre.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_M;Done. Don't let it die.;Hecho. No dejes que muera.
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_M;!DELETED!; 
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_M;!DELETED!; 
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_M;!DELETED!; 
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_M;!DELETED!; 
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_M;!DELETED!; 
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_M;Remember your Side Deck?;¿Te acuerdas de tu mazo secundario?
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_M;That useless thing with all the [c:bR]Empty Vessels[c:]?;¿Esa cosa inútil con todos los [c:bR]receptáculos vacíos[c:]?
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_M;It's about to get less useless.;Va a dejar de ser inútil.
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_M;Interesting...;Interesante...
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_M;I'm not sure that was right, but they all have [c:bR][v:0][c:] now.;No estoy seguro de que fuera lo correcto, pero ahora todos tienen [c:bR][v:0][c:].
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_M;Your pick will be installed on every [c:bR]Empty Vessel[c:] card.;Tu selección se instalará en cada carta de [c:bR]receptáculo vacío[c:].
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_M;Ho! A traveller!;¡Ah! ¡Un viajero!
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_F;Ho! A traveller!;¡Ah! ¡Un viajera!
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_M;These parts do not see many.;No vienen muchos por estos lares.
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_M;You wish to pass these blades?;¿Quieres pasar estas espadas?
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_M;You wish to pass this ice?;¿Quieres pasar este hielo?
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_M;Well, I suppose I could c-c-clear it.;Bueno, supongo que podría e-e-eliminarlo.
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_M;A little bit of [c:bR]heat[c:] should do the trick.;Bastará con un poco de [c:bR]calor[c:].
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_M;Heh... Heheh...;Je... Je, je...
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_M;This here g-gold?;¿Esto es o-oro?
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_M;I were just 'bout to mine it.;Estaba a punto de extraerlo.
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_M;Guess all I needed were a kick in the pants!;¡Supongo que solo necesitaba una patada en el trasero!
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_662_M;Hold on a minute. I got a notification.;Espera un momento. He recibido una notificación.
PART_3_MAP_P03CHECKSECURITYCAMS1_662_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_959_M;[c:bR]What?![c:];[c:bR]¡¿Qué?![c:]
PART_3_MAP_P03CHECKSECURITYCAMS1_959_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_467_M;That's it. The Dredging Room security camera is busted.;Eso es. La cámara de seguridad de la sala de dragado está averiada.
PART_3_MAP_P03CHECKSECURITYCAMS2_467_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_240_M;It's nothing.;No es nada.
PART_3_MAP_P03CHECKSECURITYCAMS2_240_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_433_M;It's probably nothing.;Seguro que no es nada.
PART_3_MAP_P03CHECKSECURITYCAMS2_433_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_994_M;Go check it out right now.;Ve a echarle un vistazo ahora mismo.
PART_3_MAP_P03CHECKSECURITYCAMS2_994_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_M;The name's [c:bR][v:0][c:].;Me llamo [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_M;And I'll be takin' that scalp o' yours.;Y voy a quedarme con tu cabellera.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_M;Nothing personal, kid.;No es nada personal, muchacho.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_F;Nothing personal, kid.;No es nada personal, muchacha.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_M;Thought ye'd seen the last o' [c:bR][v:0][c:], did ya?;Creías que no volverías a ver a [c:bR][v:0][c:], ¿verdad?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_M;Think again!;¡Te equivocabas!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_M;I'll be takin' that scalp another day.;Algún día me haré con esa cabellera.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_M;Y'ain't seen the last o' [c:bR][v:0][c:]!;¡Volverás a ver a [c:bR][v:0][c:]!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_M;That scalp o' yours fetched me a pretty penny last time.;Me dieron mucho dinero por tu cabellera la última vez.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_M;But [c:bR][v:0][c:] is always up fer a rematch!;¡Pero [c:bR][v:0][c:] siempre está dispuesto para la revancha!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_M;Couldn't catch [c:bR][v:0][c:] last time!;¡La última vez no pudiste con [c:bR][v:0][c:]!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_218_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_M;This time I'll be sure to catch yer scalp.;Esta vez seguro que me hago con tu cabellera.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED1_197_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_M;Oh honey, don't cry.;Oh, cielo, no llores.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_070_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_M;I'm [c:bR][v:0][c:]. I'll make it swift.;Soy [c:bR][v:0][c:]. Será rápido.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET2_820_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_M;Ouch. It's alright, darling.;Ay. No te preocupes, cariño.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_M;Remember the name [c:bR][v:0][c:]. I'll be back.;Recuerda el nombre [c:bR][v:0][c:]. Volveré.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED2_011_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_M;Oh honey, I hope it isn't too painful.;Ay, cielo, espero que no sea demasiado doloroso.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_519_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_M;But I've just got to kill you again.;Pero tengo que volver a matarte.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS2_847_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_M;Did you remember the name, darling?;¿Recordaste el nombre, cariño?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_064_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_M;It's [c:bR][v:0][c:], and I'm far from dead.;Soy [c:bR][v:0][c:], y no estoy muerta ni de lejos.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED2_195_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_M;Honey, you let me off easy last time.;Cielo, la última vez fuiste muy blando conmigo.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_987_F;Honey, you let me off easy last time.;Cielo, la última vez fuiste muy blanda conmigo.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_M;You'll come to see that was a mistake.;Ya te darás cuenta de que fue un error.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED2_890_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_M;[c:bR][v:0][c:] reporting for duty.;[c:bR][v:0][c:], a la orden.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_372_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_M;My mission? Eliminate target. Collect bounty.;¿Mi misión? Eliminar al objetivo. Cobrar la recompensa.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_646_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_M;After that? Maybe start a small business.;¿Después de eso? Tal vez montar un pequeño negocio.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_348_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_M;A bed and breakfast... something nice.;Un hostal... Algo bonito.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_858_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_M;Settle down. Find a partner. Manufacture some children.;Sentar la cabeza. Encontrar pareja. Manufacturar unos cuantos niños.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_675_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_M;Grow old. Pass the business on to my children.;Envejecer. Dejarles el negocio a mis hijos.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_233_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_M;Rust away content with my life's work, surrounded by family.;Oxidarme satisfecho con el trabajo de toda una vida, rodeado de mi familia.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_395_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_M;But first... Eliminate target.;Pero, primero... Eliminar al objetivo.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET3_387_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_M;There's still hope for [c:bR][v:0][c:].;Aún queda esperanza para [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_333_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_M;I can... still find happiness.;Aún puedo... encontrar la felicidad.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED3_641_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_M;Did you think I had perished?;¿Creías que había perecido?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_005_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_M;[c:bR][v:0][c:] reporting back in for duty.;[c:bR][v:0][c:], de nuevo a la orden.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_968_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_M;My mission? Well you know that now.;¿Mi misión? Bueno, ya la conoces.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED3_049_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_M;I collected your bounty last time... yes.;Cobré tu recompensa la última vez..., sí.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_228_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_M;But it wasn't nearly enough to start a bed and breakfast!;¡Pero no fue suficiente para montar un hostal!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_798_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_M;My mission: Eliminate target again. Collect bounty again.;Mi misión: volver a eliminar al objetivo. Volver a cobrar la recompensa.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_872_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_M;Repeat... until I can put down a payment on that cottage.;Repetir... hasta que pueda pagar la entrada de esa casita de campo.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS3_546_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_M;I will... tell my future children of this moment.;Les... hablaré a mis futuros hijos de este momento.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_650_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_M;We will laugh together about it one day.;Algún día nos reiremos juntos recordándolo.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED3_208_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_M;[c:bR][v:0][c:] here.;Aquí [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_325_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_M;Let's get down to business.;Manos a la obra.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET4_966_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_M;[c:bR][v:0][c:] back again.;[c:bR][v:0][c:] ha vuelto.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_030_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_M;Shouldn't have let me off easy last time.;No deberías haberme dejado escapar la última vez.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROESCAPED4_596_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_M;The injuries you dealt me were easily repaired.;Las heridas que me causaste se curaron fácilmente.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED4_869_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_M;An opportunity to double my money?;¿Una oportunidad de duplicar mi dinero?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_592_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_M;Hard to say no to that!;¡Cuesta decir que no!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS4_142_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_M;My injuries... are severe.;Mis heridas... son graves.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_570_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_M;I shall retire for now.;Me retiraré por el momento.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED4_486_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_903_M;Are you wondering about that star?;¿Estás preguntándote por esa estrella?
PART_3_TUTORIAL_TUTORIALBOUNTY_903_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_049_M;You've been winning a lot. Now you've got a bounty on your head.;Has ganado mucho. Ahora ofrecen una recompensa por tu cabeza.
PART_3_TUTORIAL_TUTORIALBOUNTY_049_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_250_M;It's sure to attract [c:bG]Bounty Hunters[c:]...;Seguro que atrae a [c:bG]cazarrecompensas[c:]...
PART_3_TUTORIAL_TUTORIALBOUNTY_250_F;;
PART_3_TUTORIAL_TUTORIALBOUNTY_143_M;It resets when you die though.;Se reinicia cuando mueres, eso sí.
PART_3_TUTORIAL_TUTORIALBOUNTY_143_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_M;Another star on your head. Your bounty is higher.;Otra estrella sobre tu cabeza. La recompensa es mayor.
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_850_F;;
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_M;[c:bG]Bounty Hunters[c:] of a higher caliber may come calling.;Pueden venir a buscarte [c:bG]cazarrecompensas[c:] de mayor calibre.
PART_3_TUTORIAL_TUTORIALBOUNTYTIERS_712_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_M;One of your cards is about to gain an alter ego.;Una de tus cartas está a punto de obtener un alter ego.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_931_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_M;As a beast.;En forma de bestia.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_179_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_M;And you get to choose which card and which beast.;Y puedes elegir qué carta y qué bestia.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_803_F;;
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_M;It's not that complicated.;No es tan complicado.
PART_3_TUTORIAL_TUTORIALCREATETRANSFORMER_738_F;;
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_M;You will destroy one of your cards now.;Ahora destruirás una de tus cartas.
PART_3_TUTORIAL_TUTORIALRECYCLECARD_282_F;;
