Column1;Column10;FR 
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_376_M;It's in the Smelter Room. I opened the door for you.;Il est dans la fonderie. Je t'ai ouvert la porte.
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_376_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_241_M;!DELETED!;Je ne peux pas te laisser passer sans ça.
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_241_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_047_M;That piece. In the Smelter Room.;Le composant. Dans la fonderie.
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_047_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_402_M;Walk over and get it.;Va me le chercher.
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#1_402_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_880_M;I unlocked the door...;J'ai déverrouillé la porte...
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_880_F;;
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_116_M;It's floating above that strange bridge thing.;Il est au-dessus de l'espèce de pont.
PART_3_MAP_HOLOMAPFETCHGEMSMODULEREMINDER_REPEAT_#2_116_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_388_M;That was fast...;C'était rapide...
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_388_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_885_M;Unfortunately[w:0.2] my [c:r]well[c:] did not yield the treasure I had hoped for.;Malheureusement,[w:0.2] mon [c:r]puits[c:] ne m'a pas accordé le trésor que j'espérais.
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_885_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_729_M;And so we are forced to undergo another torturous cycle.;Nous devons donc nous soumettre à un autre cycle atroce.
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_729_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_290_M;Were it up to me?[w:0.4] I would erase it all...[w:0.3] and shepherd us into an eternal and supreme peace.;Si ça ne tenait qu'à moi,[w:0.4] je mettrais fin à tout...[w:0.3] et je nous guiderais vers la paix éternelle et suprême.
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_290_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_616_M;Not today.[w:0.3] Who is the lucky Scrybe this time?;Mais pas aujourd'hui.[w:0.3] Qui est l'heureux élu chez les scrybes, cette fois ?
GBC_FINALE_PART2FINALEGRIMORACHOSEN1_616_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_516_M;[c:R][w:1][t:100][shake:1]F[shake:1]O[shake:1]O[shake:1]L[shake:1].[w:0.4][t:0][c:];[c:R][w:1][t:100][shake:1]I[shake:1]M[shake:1]B[shake:1]É[shake:1]C[shake:1]I[shake:1]L[shake:1]E.[w:0.4][t:0][c:]
GBC_FINALE_PART2FINALELESHYCHOSEN1_516_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_292_M;You have no idea what could have been.;Tu n'as aucune idée de ce qui aurait pu se passer.
GBC_FINALE_PART2FINALELESHYCHOSEN1_292_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_615_M;A carefully curated cycle of life and death.[w:0.3] Excitement.[w:0.3] Terror.[w:0.3] Mystery.;Un cycle de vie et de mort soigneusement élaboré.[w:0.3] De l'excitation.[w:0.3] De la terreur.[w:0.3] Du mystère.
GBC_FINALE_PART2FINALELESHYCHOSEN1_615_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_260_M;That gormless Angler[w:0.2] has once again failed me...;Le pêcheur, ce crétin,[w:0.2] m'a encore trahi...
GBC_FINALE_PART2FINALELESHYCHOSEN1_260_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN1_226_M;I suspect[w:0.3] that I know which Scrybe bested me...;Je crois[w:0.3] savoir qui parmi les scrybes m'a battu...
GBC_FINALE_PART2FINALELESHYCHOSEN1_226_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_715_M;I already know I have lost.[w:0.4] I have foreseen it.;Je sais déjà que j'ai perdu.[w:0.4] Je l'ai prédit.
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_715_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_721_M;[shake:1]My eye[w:0.4] aches[w:0.4] once again.;[shake:1]Mon œil[w:0.4] me brûle[w:0.4] encore.
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_721_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_542_M;[shake:1]Why must my pathetic Slime Mage always fail?;[shake:1]Pourquoi est-ce que mon mage blob est si médiocre ?
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_542_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_618_M;But would I be so meticulous in my preparedness...[w:0.3] if I[w:0.2] myself[w:0.2] had tasted power?;Mais peaufinerais-je autant ma préparation...[w:0.3] si[w:0.2] j'avais[w:0.2] goûté au pouvoir ?
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_618_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_866_M;Alas...[w:0.3] I may never know.;Hélas...[w:0.3] Je ne le saurai peut-être jamais.
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_866_F;;
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_425_M;[shake:1]Show yourself![w:0.2] [shake:1][t:1]Fiendish[w:0.2][shake:1] machine!;[shake:1]Montre-toi ![w:0.2] Espèce de machine [shake:1][t:1]diabolique[w:0.2][shake:1] !
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN1_425_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_675_M;[t:1]He[w:0.4]he[w:0.2]he.[w:0.4][t:] Suckers.;[t:1]Ha[w:0.4]ha[w:0.2]ha.[w:0.4][t:] Bande d'idiots.
GBC_FINALE_PART2FINALEP03CHOSEN1_675_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_728_M;Oh.[w:0.3] You actually picked me?[w:0.3] Great.;Oh.[w:0.3] Tu m'as choisi ?[w:0.3] Super.
GBC_FINALE_PART2FINALEP03CHOSEN1_728_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_220_M;I can skip past the part where they whine at me.;Je peux sauter le moment où les scrybes se plaignent.
GBC_FINALE_PART2FINALEP03CHOSEN1_220_F;;
GBC_FINALE_PART2FINALEP03CHOSEN1_586_M;Let's get this over with.[w:0.3] I've got some big plays to make.;Finissons-en.[w:0.3] J'ai des gros coups à jouer.
GBC_FINALE_PART2FINALEP03CHOSEN1_586_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_767_M;Ah.[w:0.3] P[w:0.2]0[w:0.2]3[w:0.2]... The very worst of them.;Ah.[w:0.3] J[w:0.2]0[w:0.2]3[w:0.2]... Le pire du pire.
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_767_F;;
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_113_M;Do what you will,[w:0.3] vile computer.;Fais ce que tu veux,[w:0.3] vil ordinateur.
GBC_FINALE_PART2FINALEGRIMORACHOSEN2_113_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN2_052_M;Of course.[w:0.3] P03.;Évidemment...[w:0.3] J03.
GBC_FINALE_PART2FINALELESHYCHOSEN2_052_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN2_890_M;This synthetic freak knows nothing of artistry. Of-[w:0.2] of-[w:0.2] aesthetics!;Ce cinglé en plastique n'a aucune idée de ce qu'est le talent artistique. Ni de...[w:0.2] de...[w:0.2] ce qu'est l'esthétique !
GBC_FINALE_PART2FINALELESHYCHOSEN2_890_F;;
GBC_FINALE_PART2FINALELESHYCHOSEN2_783;Monster...[w:0.2] I liked you better as a stoat...;Espèce de monstre...[w:0.2] Je te préférais quand tu étais une hermine...
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN2_843_M;Alas...[w:0.3] ill fates await us all.;Hélas...[w:0.3] De mauvais présages nous attendent.
GBC_FINALE_PART2FINALEMAGNIFICUSCHOSEN2_843_F;;
GBC_WORLD_WIZARDTEMPLENOTE1_164_M;The note reads: [c:gray]Greetings. If you are reading this it must be because you wish to challenge me, Magnificus, to a card battle.[prefab:WizardMarking_F1_1] ;Il est écrit : [c:gray]Salutations. Si tu lis ça, c'est que tu veux me défier moi, Magnificus, dans une partie de cartes.[prefab:WizardMarking_F1_1] 
GBC_WORLD_WIZARDTEMPLENOTE1_164_F;;
GBC_WORLD_WIZARDTEMPLENOTE1_814_M;[c:gray]But in order to earn that privilege you must first defeat my 3 graduate students.[prefab:WizardMarking_F1_2] ;[c:gray]Mais pour obtenir ce privilège, il te faut d'abord vaincre mes 3 élèves d'antan.[prefab:WizardMarking_F1_2] 
GBC_WORLD_WIZARDTEMPLENOTE1_814_F;;
GBC_WORLD_WIZARDTEMPLENOTE1_338_M;[c:gray]As for their whereabouts, that is for you to discover... Sincerely, Magnificus.[prefab:WizardMarking_F1_3] ;[c:gray]Où les trouver ? À toi de le découvrir... Bien cordialement, Magnificus.[prefab:WizardMarking_F1_3] 
GBC_WORLD_WIZARDTEMPLENOTE1_338_F;;
GBC_FINALE_PART2FINALESCRYBEREMOVED_802_M;Wretched corpse-woman...[w:0.3] I won't miss her whining.;Fichue femme-cadavre...[w:0.3] Ses lamentations ne vont pas me manquer.
GBC_FINALE_PART2FINALESCRYBEREMOVED_802_F;;
GBC_FINALE_PART2FINALESCRYBEREMOVED_290;Filthy old beast.[w:0.3] I'll never be your stoat again.;Vieille créature immonde.[w:0.3] Je ne serai plus jamais ton hermine.
GBC_FINALE_PART2FINALESCRYBEREMOVED_049;Tedious old fool...[w:0.3] I don't owe you anything!;Espèce d'imbécile gâteux...[w:0.3] Je ne te dois rien !
GBC_FINALE_PART2FINALESCRYBEREMOVED_947_M;Now let's play.;Jouons, maintenant.
GBC_FINALE_PART2FINALESCRYBEREMOVED_947_F;;
GBC_FINALE_PART2FINALEBATTLE1_092_M;[t:2]You're supposed to battle the Scrybe that you picked...[w:0.5] but[w:0.2] like[w:0.2] a powered-up version for the finale.;[t:2]Tu es censé affronter l'honorable scrybe de ton choix...[w:0.5] Mais[w:0.2] pour la finale,[w:0.2] tu seras face à une version améliorée.
GBC_FINALE_PART2FINALEBATTLE1_092_F;[t:2]You're supposed to battle the Scrybe that you picked...[w:0.5] but[w:0.2] like[w:0.2] a powered-up version for the finale.;[t:2]Tu es censée affronter l'honorable scrybe de ton choix...[w:0.5] Mais[w:0.2] pour la finale,[w:0.2] tu seras face à une version améliorée.
GBC_FINALE_PART2FINALEBATTLE1_993_M;This is going to be different.;Ça va être différent.
GBC_FINALE_PART2FINALEBATTLE1_993_F;;
GBC_FINALE_PART2FINALEBATTLE2_265_M;I'll just leave this here.;Je vais laisser ça là.
GBC_FINALE_PART2FINALEBATTLE2_265_F;;
GBC_FINALE_PART2FINALEBATTLE2_295_M;I've gotta give it to that Dredger...[w:0.3] Not as useless as I thought.;Je dois bien reconnaître le mérite de ce docker...[w:0.3] Il n'est pas si inutile que ce que je pensais.
GBC_FINALE_PART2FINALEBATTLE2_295_F;;
GBC_FINALE_PART2FINALEBATTLE2_REPEAT_#1_962_M;Try again?;Réessaye ?
GBC_FINALE_PART2FINALEBATTLE2_REPEAT_#1_962_F;;
GBC_FINALE_PART2FINALEBATTLE3_492_M;That's the ticket.;C'est parfait.
GBC_FINALE_PART2FINALEBATTLE3_492_F;;
PART_3_MAP_HOLOAREAWIZARD1_810_M;You like the gems?;Tu aimes les gemmes ?
PART_3_MAP_HOLOAREAWIZARD1_810_F;;
PART_3_MAP_HOLOAREAWIZARD1_039_M;They're tacky I think.;Je trouve que c'est ringard.
PART_3_MAP_HOLOAREAWIZARD1_039_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_301_M;The guy who used to live here was a major drag.;Celui qui vivait là, il était insupportable.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_301_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_636_M;Though I'll admit... he was not dull.;Mais je dois reconnaître... qu'il était loin d'être bête.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_636_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_M;Guy had a plan for every eventuality.;Il était paré à toute éventualité.
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_355_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_M;That is, except for [c:bG]The Great Transcendence[c:].;Sauf à [c:bG]la grande transcendance[c:].
PART_3_MAP_HOLOAREAWIZARDTEMPLE1_539_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_M;Oh, right.;Ah, oui.
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_514_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_M;This [c:bG]Uberbot[c:]...;Cet [c:bG]Hyperobot[c:]...
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_079_F;;
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_M;Well, you'll see.;Bon, tu verras bien.
PART_3_MAP_HOLOAREAWIZARDTEMPLEBOSS_368_F;;
GOO_BOTTLE_GOODEFAULT_125_M;Arrrrghh!;Arrrrgh !
GOO_BOTTLE_GOODEFAULT_125_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_M;Rrrrgh...;Rrrrgh...
GOO_BOTTLE_GOODEFAULT_REPEAT_#1_886_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_M;Rrrgh! Arrrgh!;Rrrgh ! Arrrgh !
GOO_BOTTLE_GOODEFAULT_REPEAT_#2_618_F;;
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_M;Arrrrghh! Oh the agony!;Arrrrghh ! Je souffre !
GOO_BOTTLE_GOODEFAULT_REPEAT_#3_975_F;;
GOO_BOTTLE_GOOWIZARDEYE_781_M;Could it be?;Est-ce que c'est... ?
GOO_BOTTLE_GOOWIZARDEYE_781_F;;
GOO_BOTTLE_GOOWIZARDEYE_798_M;You have The Master's eye!;Tu as l'œil du maître !
GOO_BOTTLE_GOOWIZARDEYE_798_F;;
GOO_BOTTLE_GOOWIZARDEYE_478_M;D-does this mean The Master can see me?;Est... Est-ce que ça veut dire que le maître peut me voir ?
GOO_BOTTLE_GOOWIZARDEYE_478_F;;
GOO_BOTTLE_GOOWIZARDEYE_366_M;Magnificus? Can you see me?;Magnificus ? Vous me voyez ?
GOO_BOTTLE_GOOWIZARDEYE_366_F;;
GOO_BOTTLE_GOOWIZARDEYE_897_M;Can you free me?;Pouvez-vous me libérer ?
GOO_BOTTLE_GOOWIZARDEYE_897_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_M;I am serious. You cannot use that.;Je ne plaisante pas. Tu ne peux pas utiliser ça.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_872_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_M;There is no possible use for it.;On ne peut rien en faire.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_746_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_M;I'll place it on that shelf over there for now.;Je la mets sur l'étagère pour l'instant.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_374_F;;
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_M;My advice? Avoid it.;Un conseil : ne t'en approche pas.
GOO_BOTTLE_ACTIVATEGOOBOTTLEITEM_172_F;;
GOO_BOTTLE_GOOINTRO_808_M;The pain is unbearable!;La douleur est insupportable !
GOO_BOTTLE_GOOINTRO_808_F;;
GOO_BOTTLE_GOOINTRO_437_M;Even after all these years...;Même après toutes ces années...
GOO_BOTTLE_GOOINTRO_437_F;;
GOO_BOTTLE_GOOINTRO_542_M;What do you want?;Qu'est-ce que tu veux ?
GOO_BOTTLE_GOOINTRO_542_F;;
GOO_BOTTLE_GOOINTRO_011_M;I have very little to live for these days...;Plus grand-chose ne me pousse à vivre, ces derniers temps...
GOO_BOTTLE_GOOINTRO_011_F;;
PART_3_TRADER_TRADERMASKINTRO_716_M;!DELETED!;Je ne suis pas encore prête. C'est une version bêta, tu t'en souviens ?
PART_3_TRADER_TRADERMASKINTRO_716_F;;
PART_3_TRADER_TRADERMASKINTRO_757_M;!DELETED!;Mais... Quand je le serai...
PART_3_TRADER_TRADERMASKINTRO_757_F;;
PART_3_TRADER_TRADERMASKINTRO_189_M;!DELETED!;Je te raconterai des secrets croustillants en échange de fourrures.
PART_3_TRADER_TRADERMASKINTRO_189_F;;
PART_3_GAME_FLOW_PART3INTRO2_790_M;This is Botopia. A once great technological paradise.;Voilà Botopie. Autrefois, c'était un vaste paradis technologique.
PART_3_GAME_FLOW_PART3INTRO2_790_F;;
PART_3_GAME_FLOW_PART3INTRO2_358_M;It's ruled over by four... uh...;Là-bas règnent quatre... euh...
PART_3_GAME_FLOW_PART3INTRO2_358_F;;
PART_3_GAME_FLOW_PART3INTRO2_279_M;[c:bG]Uberbots[c:]... that's right.;[c:bG]Hyperobots[c:]... voilà.
PART_3_GAME_FLOW_PART3INTRO2_279_F;;
PART_3_GAME_FLOW_PART3INTRO2_747_M;And you've got to get out there and beat them.;Il faut que tu y ailles et que tu les battes.
PART_3_GAME_FLOW_PART3INTRO2_747_F;;
PART_3_GAME_FLOW_PART3INTRO2_323_M;Why?;Pourquoi ?
PART_3_GAME_FLOW_PART3INTRO2_323_F;;
PART_3_GAME_FLOW_PART3INTRO2_437_M;To perform [c:bG]The Great Transcendence[c:] of course.;Pour [c:bG]la grande transcendance[c:], quelle question !
PART_3_GAME_FLOW_PART3INTRO2_437_F;;
PART_3_GAME_FLOW_PART3INTRO2_370_M;Doesn't matter what that means. You want it, OK?;Peu importe ce que ça veut dire. Tu vas le faire, d'accord ?
PART_3_GAME_FLOW_PART3INTRO2_370_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_293_M;Get up? No.;Te lever ? Non.
PART_3_GAME_FLOW_PART3HANDCUFFED_293_F;;
PART_3_GAME_FLOW_PART3HANDCUFFED_824_M;We've got transcending to do.;Il nous faut accomplir la transcendance.
PART_3_GAME_FLOW_PART3HANDCUFFED_824_F;;
PART_3_MAP_HOLOAREASHOP_030_M;Glorious commerce.;Quel joli commerce.
PART_3_MAP_HOLOAREASHOP_030_F;;
PART_3_MAP_HOLOAREASHOP_391_M;Your [c:bG]robobucks[c:] are accepted here.;Ici, on accepte tes [c:bG]robopièces[c:].
PART_3_MAP_HOLOAREASHOP_391_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_M;This is a cool one.;Pas mal.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_126_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_M;I'll overclock one of your cards. Give it an attack buff.;Je vais overclocker une de tes cartes en lui donnant un bonus d'attaque.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_805_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_M;But if it dies it's gone forever.;Mais si elle meurt, elle disparaîtra pour toujours de ton deck.
PART_3_TUTORIAL_TUTORIALOVERCLOCK1_335_F;;
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_M;Done. Don't let it die.;Voilà. Prends-en bien soin.
PART_3_TUTORIAL_TUTORIALOVERCLOCK2_589_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_M;!DELETED!;J'espère que tu vas comprendre ce que je vais dire.
PART_3_TUTORIAL_TUTORIALATTACHGEM_481_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_M;!DELETED!;Tu vas prendre une carte, d'accord ?
PART_3_TUTORIAL_TUTORIALATTACHGEM_405_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_M;!DELETED!;En plus de son coût en [c:bR]énergie[c:], elle aura aussi un coût en [c:bR]gemmes[c:].
PART_3_TUTORIAL_TUTORIALATTACHGEM_116_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_M;!DELETED!;Ne panique pas tout de suite. Je n'ai pas fini.
PART_3_TUTORIAL_TUTORIALATTACHGEM_199_F;;
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_M;!DELETED!;Selon la gemme que tu choisis, ses statistiques seront augmentées.
PART_3_TUTORIAL_TUTORIALATTACHGEM_812_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_M;Remember your Side Deck?;Tu te souviens de ton autre jeu de cartes ?
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_587_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_M;That useless thing with all the [c:bR]Empty Vessels[c:]?;Le jeu inutile avec tous les [c:bR]récipients vides[c:] ?
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_545_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_M;It's about to get less useless.;Eh bien, il va être un peu moins inutile.
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK1_041_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_M;Interesting...;Intéressant...
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_476_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_M;I'm not sure that was right, but they all have [c:bR][v:0][c:] now.;Je ne sais pas si c'était la bonne chose à faire, mais maintenant, ils ont tous l'emblème [c:bR][v:0][c:].
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK3_948_F;;
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_M;Your pick will be installed on every [c:bR]Empty Vessel[c:] card.;Ton choix ornera chaque [c:bR]récipient vide[c:].
PART_3_TUTORIAL_TUTORIALMODIFYSIDEDECK2_371_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_M;Ho! A traveller!;Oh ! Un voyageur !
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_401_F;Ho! A traveller!;Oh ! Une voyageuse !
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_M;These parts do not see many.;On n'en voit pas souvent, dans ces contrées.
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_425_F;;
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_M;You wish to pass these blades?;Tu veux passer ces lames ?
PART_3_MAP_HOLOMAPWIZARDSHORTCUT_407_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_M;You wish to pass this ice?;Tu veux passer cette glace ?
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_714_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_M;Well, I suppose I could c-c-clear it.;Eh bien, je devrais p... pouvoir l'enlever.
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_066_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_M;A little bit of [c:bR]heat[c:] should do the trick.;Un peu de [c:bR]chaleur[c:] devrait faire l'affaire.
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_324_F;;
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_M;Heh... Heheh...;Hé... Héhéhé...
PART_3_MAP_HOLOMAPUNDEADSHORTCUT_051_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_M;This here g-gold?;Ça... C'est... d'l'or ?
PART_3_MAP_HOLOMAPNATURESHORTCUT_049_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_M;I were just 'bout to mine it.;J'allais l'miner.
PART_3_MAP_HOLOMAPNATURESHORTCUT_521_F;;
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_M;Guess all I needed were a kick in the pants!;J'avais juste b'soin d'un bon coup d'pied dans l'derrière !
PART_3_MAP_HOLOMAPNATURESHORTCUT_514_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_662_M;Hold on a minute. I got a notification.;Une seconde. J'ai une notification.
PART_3_MAP_P03CHECKSECURITYCAMS1_662_F;;
PART_3_MAP_P03CHECKSECURITYCAMS1_959_M;[c:bR]What?![c:];[c:bR]Hein ?![c:]
PART_3_MAP_P03CHECKSECURITYCAMS1_959_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_467_M;That's it. The Dredging Room security camera is busted.;Et voilà. La caméra de sécurité de la salle du docker est fichue.
PART_3_MAP_P03CHECKSECURITYCAMS2_467_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_240_M;It's nothing.;Ce n'est rien.
PART_3_MAP_P03CHECKSECURITYCAMS2_240_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_433_M;It's probably nothing.;Ce n'est probablement rien.
PART_3_MAP_P03CHECKSECURITYCAMS2_433_F;;
PART_3_MAP_P03CHECKSECURITYCAMS2_994_M;Go check it out right now.;Va voir maintenant.
PART_3_MAP_P03CHECKSECURITYCAMS2_994_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_M;The name's [c:bR][v:0][c:].;J'm'appelle [c:bR][v:0][c:].
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_823_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_M;And I'll be takin' that scalp o' yours.;Et j'vais t'faire la peau.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_789_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_M;Nothing personal, kid.;C'est pas contre toi, gamin.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROUNMET1_996_F;Nothing personal, kid.;C'est pas contre toi, gamine.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_M;Thought ye'd seen the last o' [c:bR][v:0][c:], did ya?;T'as d'jà vu passer [c:bR][v:0][c:], nan ?
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_672_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_M;Think again!;Réfléchis bien !
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROKILLED1_111_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_M;I'll be takin' that scalp another day.;J'te f'rai la peau une aut' fois.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_539_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_M;Y'ain't seen the last o' [c:bR][v:0][c:]!;T'as pas vu [c:bR][v:0][c:] ?!
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERKILLED1_883_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_M;That scalp o' yours fetched me a pretty penny last time.;Ça m'a bien rapporté, ta peau d'la dernière fois.
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_986_F;;
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_M;But [c:bR][v:0][c:] is always up fer a rematch!;Mais [c:bR][v:0][c:] est toujours prêt à prendre sa r'vanche !
PART_3_BOUNTY_HUNTER_BOUNTYHUNTERINTROVICTORIOUS1_569_F;;
