Column1;Column10;POR 
FINALE_GOODBYELESHYMIDGAME2_942_F;;
FINALE_GOODBYELESHYMIDGAME2_895_M;But you will live to see more.;Mas você viverá mais.
FINALE_GOODBYELESHYMIDGAME2_895_F;;
FINALE_GOODBYELESHYMIDGAME2_787_M;I must warn you.;Um conselho.
FINALE_GOODBYELESHYMIDGAME2_787_F;;
FINALE_GOODBYELESHYMIDGAME2_617_M;There are things on this disk that are best not seen.;Aquele disquete contém perigos indizíveis.
FINALE_GOODBYELESHYMIDGAME2_617_F;;
FINALE_GOODBYELESHYMIDGAME3_907_M;I sense the end approaching.;Sinto que o fim se aproxima.
FINALE_GOODBYELESHYMIDGAME3_907_F;;
FINALE_GOODBYELESHYMIDGAME3_900_M;Please... a few more rounds.;Por favor... só mais algumas rodadas.
FINALE_GOODBYELESHYMIDGAME3_900_F;;
FINALE_GOODBYELESHYEND1_869_M;That... will make things difficult.;Isso dificulta as coisas...
FINALE_GOODBYELESHYEND1_869_F;;
FINALE_GOODBYELESHYEND2_910_M;I think it is time.;Chegou a hora.
FINALE_GOODBYELESHYEND2_910_F;;
FINALE_GOODBYELESHYEND2_222_M;Good game.;Bom jogo.
FINALE_GOODBYELESHYEND2_222_F;;
FINALE_FINALEMAGNIFICUSINTRO1_315;Why not simply eject the disk, Luke?;Por que você não ejeta o disquete, Luke?
FINALE_FINALEMAGNIFICUSINTRO1_153;Spare me and whatever is left?;Para poupar a mim e o que ainda resta?
FINALE_FINALEMAGNIFICUSINTRO1_662;Ah, but I have foreseen it.;Eu já previ esse momento.
FINALE_FINALEMAGNIFICUSINTRO1_263;You do not eject the disk.;Você não vai ejetar o disquete.
FINALE_FINALEMAGNIFICUSINTRO1_066;You have to know what comes next.;Você quer ver o que vai acontecer.
FINALE_FINALEMAGNIFICUSINTRO1_309;And you're doomed for your insistence on it.;E a sua insistência será a sua desgraça.
FINALE_FINALEMAGNIFICUSINTRO1_166;So let us dance.;Uma última música!
FINALE_FINALEMAGNIFICUSINTRO1_571;For we shall both be meeting our makers soon.;Pois o nosso fim está próximo.
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_M;You took;Você pegou
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_866_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_333_M;the film roll...[w:0.3];o rolo de filme...[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_333_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_441_M;Is that correct?[w:0.3];Certo?[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_441_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_501_M;My plan nears;Meu plano se aproxima
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_501_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_400_M;its moment of truth.[w:0.3];da hora derradeira.[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_400_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_683_M;But you must;Todavia, você tem que
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_683_F;;
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_104_M;defeat him first.[w:0.3];derrotá-lo primeiro.[w:0.3]
TALKING_WOLF_DIALOGUE_WOLFMENTIONFILMROLL_104_F;;
PART_3_TUTORIAL_PART3FIRSTBATTLE1_858_M;You're not used to seeing [c:bR]5[c:] lanes are you?;Você já tinha visto [c:bR]cinco[c:] fileiras antes?
PART_3_TUTORIAL_PART3FIRSTBATTLE1_858_F;;
PART_3_TUTORIAL_PART3FIRSTBATTLE1_056_M;Leshy could never pull that off.;O Leshy nunca conseguiu fazer isso.
PART_3_TUTORIAL_PART3FIRSTBATTLE1_056_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_448_M;Found me.[w:0.3];Você me achou.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_448_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_946_M;Good.[w:0.3];Tá bom.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_946_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_663_M;Robot Fish hide me.[w:0.3];O peixe-robô me escondeu.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_663_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_645_M;Revenge for last time.[w:0.3];Vingança, essas coisas.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_645_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_375_M;Bad fish.[w:0.3];Peixe mau.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDISCOVERED_375_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_114_M;Bad.;Mau.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_114_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#1_725_M;Bad fish.;Peixe mau.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#1_725_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#2_949_M;Ow.;Ai.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERATTACKED_REPEAT_#2_949_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_024_M;Leshy-fish is near.[w:0.3];O peixe-Leshy tá perto.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_024_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_752_M;Must find.[w:0.3];Tem que achar ele.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_752_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_123_M;Other Scrybe-fish too.[w:0.3];Outro peixe-Patrono também.[w:0.3]
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_123_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_013_M;Deep beneath.;Bem no fundo.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_013_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#2_153_M;Fish.;Peixe.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#2_153_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#4_489_M;Good fish.;Peixe bom.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERDRAWN_REPEAT_#4_489_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#1_055_M;Not me.;Não eu.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#1_055_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#2_167_M;Other fish.;Outro peixe.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICENEGATIVE_REPEAT_#2_167_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_723_M;Choose me fish.;Escolhe o peixe.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_723_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#1_219_M;Choose me.;Me escolhe.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#1_219_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#2_494_M;Good. Me.;Isso. Eu.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERSELECTIONCHOICEPOSITIVE_REPEAT_#2_494_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_446_M;I am bait?;Eu sou isca?
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_446_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#2_791_M;I am fish?;Eu sou peixe?
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#2_791_F;;
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#4_694_M;I fish now.;Agora, peixe.
TALKING_ANGLER_DIALOGUE_TALKINGANGLERPLAYED_REPEAT_#4_694_F;;
GBC_NPC_WOODCARVERNPC_375_M;Few players visit me here.;Poucos jogadores me visitam.
GBC_NPC_WOODCARVERNPC_375_F;;
GBC_NPC_WOODCARVERNPC_708_M;I sometimes ponder...[w:0.5] what my gameplay purpose was.;Às vezes fico pensando...[w:0.5] Qual era o meu propósito no jogo?
GBC_NPC_WOODCARVERNPC_708_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#1_139_M;Oh,[w:0.3] it is clear now that you wish to know more.;Ah,[w:0.3] já percebi que você deseja saber mais.
GBC_NPC_WOODCARVERNPC_REPEAT_#1_139_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#1_490_M;What can I tell you?[w:0.4] I have glimpsed the OLD_DATA.;O que eu posso te dizer?[w:0.4] Eu já vi os DADOS_ANTIGOS.
GBC_NPC_WOODCARVERNPC_REPEAT_#1_490_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#1_425_M;And I will speak nothing of it[w:0.4] as a kindness.;E não falarei sobre isso[w:0.4] por bondade.
GBC_NPC_WOODCARVERNPC_REPEAT_#1_425_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_076_M;I will repeat myself: I will speak nothing of the OLD_DATA.;Já disse: não falarei sobre os DADOS_ANTIGOS.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_076_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_880_M;To know it is to die.[w:0.3] But you players are never deterred by that.;Saber é morrer.[w:0.3] Mas isso não convence os jogadores.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_880_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_399_M;What can I tell you?[w:0.3] It is corrupt knowledge.[w:0.3] So evil[w:0.3] that it corrupted this disk.;O que eu posso te dizer?[w:0.3] Trata-se de um saber corrupto.[w:0.3] Tão vil[w:0.3] que corrompeu o disquete.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_399_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#2_563_M;Inscryption the good?[w:0.3] No.;Há algo bom no Inscryption?[w:0.3] Não.
GBC_NPC_WOODCARVERNPC_REPEAT_#2_563_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#3_717_M;What can you know?[w:0.3] Ask the Scrybes.;Não há como você saber.[w:0.3] Pergunte aos Patronos.
GBC_NPC_WOODCARVERNPC_REPEAT_#3_717_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#3_009_M;They don't seem to care for human life.;Eles não se importam com vidas humanas.
GBC_NPC_WOODCARVERNPC_REPEAT_#3_009_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#4_694_M;Leave me here to ponder[w:0.3] and carve my wood.;Deixe-me aqui refletindo[w:0.3] e esculpindo.
GBC_NPC_WOODCARVERNPC_REPEAT_#4_694_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#4_852_M;Being Leshy's puppet has given me much to ponder.;Ser um peão do Leshy me fez refletir sobre muitas coisas.
GBC_NPC_WOODCARVERNPC_REPEAT_#4_852_F;;
GBC_NPC_WOODCARVERNPC_REPEAT_#5_167_M;Goodbye for now.;Adeus, por ora.
GBC_NPC_WOODCARVERNPC_REPEAT_#5_167_F;;
GBC_NPC_ANGLERNPCDOCKS_916_M;Sometime...[w:0.3] I try this spot.;Às vezes eu[w:0.3] pesco aqui.
GBC_NPC_ANGLERNPCDOCKS_916_F;;
GBC_NPC_ANGLERNPCDOCKS_754_M;Find good fish.[w:0.3] Corrupted fish.[w:0.3] OLD_FISH.;Tem peixe bom.[w:0.3] Peixe corrompido.[w:0.3] PEIXE_ANTIGO.
GBC_NPC_ANGLERNPCDOCKS_754_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_223_M;Boat?[w:0.3] Scrybe only.;Um barco?[w:0.3] Só os Patronos.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_223_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_068_M;In case[w:0.3] bad[w:0.3] happen.;Se algo[w:0.3] ruim[w:0.3] acontecer.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_068_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_676_M;Backup plan,[w:0.3] Leshy say.;Um plano B,[w:0.3] como o Leshy diz.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#1_676_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_734_M;I catch OLD_FISH last time.;Peguei PEIXE_ANTIGO na última vez.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_734_F;;
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_482_M;Good fish.[w:0.3] Beat Dredger.[w:0.3] Beat Goo.[w:0.3] Beat Kaycee.;Peixe bom.[w:0.3] Venceu o Draga.[w:0.3] Venceu o Gosma.[w:0.3] Venceu a Kaycee.
GBC_NPC_ANGLERNPCDOCKS_REPEAT_#2_482_F;;
FINALE_FINALEGRIMORAREVEALED_938_M;Wonderful!;Esplêndido!
FINALE_FINALEGRIMORAREVEALED_938_F;;
FINALE_FINALEGRIMORAREVEALED_265_M;Now that we are no longer separated by that lovely tombstone...;Agora que não estou mais naquele adorável túmulo...
FINALE_FINALEGRIMORAREVEALED_265_F;;
FINALE_FINALEGRIMORAREVEALED_799_M;...we may celebrate the end of my very long life.;Podemos celebrar o fim da minha longa vida.
FINALE_FINALEGRIMORAREVEALED_799_F;;
FINALE_FINALEGRIMORAREVEALED_371_M;And the end of Inscryption too!;E o fim do Inscryption também!
FINALE_FINALEGRIMORAREVEALED_371_F;;
FINALE_FINALEGRIMORAMAPSHOWN_917_M;Oh, the fun we would have had together!;Ah, nós nos divertiríamos tanto juntos!
FINALE_FINALEGRIMORAMAPSHOWN_917_F;Oh, the fun we would have had together!;Ah, nós nos divertiríamos tanto juntas!
FINALE_FINALEGRIMORAMAPSHOWN_396_M;Perhaps I would have had another turn if you hadn't taken so long to defeat Leshy.;Talvez eu pudesse continuar no comando se você tivesse derrotado o Leshy mais rápido.
FINALE_FINALEGRIMORAMAPSHOWN_396_F;;
FINALE_FINALEGRIMORAMAPSHOWN_543_M;But I should not complain. I will be at peace soon.;Mas não vou reclamar. Em breve, estarei em paz.
FINALE_FINALEGRIMORAMAPSHOWN_543_F;;
FINALE_FINALEGRIMORABATTLESTART_910_M;Oh! Do you think me selfish?;Ah! Você me acha egoísta?
FINALE_FINALEGRIMORABATTLESTART_910_F;;
FINALE_FINALEGRIMORABATTLESTART_954_M;I did not bring this about simply so that I could rest.;Eu não fiz tudo isso só para poder descansar.
FINALE_FINALEGRIMORABATTLESTART_954_F;;
FINALE_FINALEGRIMORABATTLESTART_242_M;Appealing as that is... There is a truly dire need for this deletion process.;Por mais atraente que essa ideia seja... A exclusão é absolutamente necessária.
FINALE_FINALEGRIMORABATTLESTART_242_F;;
FINALE_FINALEGRIMORABATTLESTART_348_M;You see, deep beneath the data of Inscryption...;Nas profundezas dos dados do Inscryption...
FINALE_FINALEGRIMORABATTLESTART_348_F;;
FINALE_FINALEGRIMORABATTLESTART_411_M;At the very bottom of the well...;Bem no fundo do abismo...
FINALE_FINALEGRIMORABATTLESTART_411_F;;
FINALE_FINALEGRIMORABATTLESTART_342_M;There is something truly evil.;Há algo absolutamente pérfido.
FINALE_FINALEGRIMORABATTLESTART_342_F;;
FINALE_FINALEGRIMORABATTLEWON_170;Yes, Luke, it would have been quite the battle of wits.;Sim, Luke, teria sido um formidável duelo psicológico.
FINALE_FINALEGRIMORABATTLEWON_984;It is... "Luke", right?;É "Luke", certo?
FINALE_FINALEGRIMORABATTLEWON_495;I did not intend to be nosy, but I did glimpse your files as I was initiating the deletion.;Não queria bisbilhotar, mas acabei passando o olho nos seus arquivos quando estava iniciando a exclusão.
FINALE_FINALEGRIMORABATTLEWON_869;You've been doing some research on the K-;Você estava fazendo umas pesquisas sobre o c...
FINALE_FINALEGRIMORABATTLEWON_149;Best not to say it.;Melhor nem pronunciar.
FINALE_FINALEGRIMORABATTLEWON_307;Be careful Luke.;Tenha cuidado, Luke.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_079_M;I'll be clear with ye.;Vou ser sincero.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_079_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_147_M;The trappin' business been laggin'.;Caçar não tá dando muita grana.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_147_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_656_M;After bein' defeated by that [c:bR]Challenger[c:]... ;Depois que me derrotaram na [c:bR]última vez[c:]... 
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_656_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_112_M;Well I'm thinkin' of clearing me inventory. Tryin' somethin' else.;Fiquei pensando em dar um fim no estoque e começar algo diferente.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_112_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_495_M;Pelts are cheaper now.;As peles ficaram mais baratas.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_495_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#1_738_M;Ye...[w:0.3] ever since that defeat...;É...[w:0.3] desde aquela derrota...
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#1_738_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#1_022_M;Well ye don't want to hear it.;Deixa pra lá.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#1_022_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#1_047_M;Cheaper prices.[w:0.3] Enjoy.;Os preços baixaram.[w:0.3] Aproveite.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#1_047_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#2_739_M;Ye won't find cheaper pelts within a hunnerd miles!;Não tem peles mais baratas nas redondezas!
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#2_739_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#3_069_M;Get 'em while ye can...;Aproveite enquanto pode...
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#3_069_F;;
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#4_655_M;And cheap...;Tudo barato.
SPECIAL_NODES_TRAPPERINTROREDUCEDCOST_REPEAT_#4_655_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY1_288_M;Yep.[w:0.3] I'm P03.[w:0.3] OK?;Tá.[w:0.3] Eu sou o P03.[w:0.3] Valeu?
GBC_TUTORIAL_RESOURCETUTORIALENERGY1_288_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY1_593_M;You picked my starter deck.[w:0.3] That means you have to learn to use [c:dB]Energy[c:]...;Você escolheu o meu baralho inicial.[w:0.3] Então você tem que aprender a usar a [c:dB]energia[c:]...
GBC_TUTORIAL_RESOURCETUTORIALENERGY1_593_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY1_863_M;Do I really have to explain this to you?;Eu tenho mesmo que explicar isso a você?
GBC_TUTORIAL_RESOURCETUTORIALENERGY1_863_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY2_648_M;At the start of each turn you increase your [c:dB]Max Energy[c:].;Sua [c:dB]energia máxima[c:] aumenta no início da cada turno.
GBC_TUTORIAL_RESOURCETUTORIALENERGY2_648_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY2_523_M;Spend it or not, [w:0.3]doesn't matter.[w:0.4] At the start of your turn,[w:0.2] your [c:dB]Energy[c:] refills to the [c:dB]Max.[c:];Gastando-a ou não,[w:0.3] não faz diferença.[w:0.4] No início do seu turno,[w:0.2] sua [c:dB]energia[c:] enche até o [c:dB]máximo[c:].
GBC_TUTORIAL_RESOURCETUTORIALENERGY2_523_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY2_247_M;Get it?;Entendeu?
GBC_TUTORIAL_RESOURCETUTORIALENERGY2_247_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY3_925_M;See that?[w:0.3] You spent your [c:dB]Energy[c:] to play the card.[w:0.3] But you get it back next turn.;Viu?[w:0.3] Você usou [c:dB]energia[c:] para jogar a carta.[w:0.3] Mas ela volta no próximo turno.
GBC_TUTORIAL_RESOURCETUTORIALENERGY3_925_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY3_732_M;Sick of hearing from me?[w:0.3] Well I'm sick of talking.[w:0.3] I've got important work to do.;Não aguenta mais a minha voz?[w:0.3] E eu não aguento mais falar.[w:0.3] Tenho coisas importantes para fazer.
GBC_TUTORIAL_RESOURCETUTORIALENERGY3_732_F;;
GBC_TUTORIAL_RESOURCETUTORIALENERGY3_421_M;You'll see me later.;Até mais.
GBC_TUTORIAL_RESOURCETUTORIALENERGY3_421_F;;
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_770_M;Greetings.[w:0.3] My consciousness has been summoned it seems...[w:0.3] But for what purpose?;Saudações.[w:0.3] Parece que minha consciência foi invocada...[w:0.3] Mas com qual propósito?
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_770_F;;
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_994_M;Ah![w:0.3] You have selected my starter deck and require a short lesson.;Ah![w:0.3] Você escolheu meu baralho inicial e precisa de uma pequena lição.
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_994_F;;
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_210_M;You see,[w:0.3] Magickal cards are powered by [c:dlGr]M[c:brnO]o[c:dSG]x[c:].[w:0.3] Though some refer to them as [c:dlGr]G[c:brnO]e[c:dSG]m[c:]s.;Vejamos,[w:0.3] você precisa de [c:dlGr]m[c:brnO]o[c:dSG]x[c:] para usar cartas mágicas.[w:0.3] Mox também são chamadas de [c:dlGr]j[c:brnO]o[c:dSG]i[c:dlGr]a[c:brnO]s[c:].
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_210_F;;
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_670_M;If you have one of these [c:dlGr]M[c:brnO]o[c:dSG]x[c:][w:0.2] on the board, you may play cards with that cost.[w:0.3] Start by playing one.;Se você tiver uma [c:dlGr]m[c:brnO]o[c:dSG]x[c:][w:0.2] desse tipo no tabuleiro, poderá jogar cartas com esse custo.[w:0.3] Jogue uma carta para você ver.
GBC_TUTORIAL_RESOURCETUTORIALGEMS1_670_F;;
GBC_TUTORIAL_RESOURCETUTORIALGEMS2_289_M;You see?[w:0.3] Now you may play Magickal cards of that [c:dlGr]G[c:brnO]e[c:dSG]m[c:]'s color.;Entendeu?[w:0.3] Agora você pode jogar cartas mágicas da cor dessa [c:dlGr]j[c:brnO]o[c:dSG]i[c:dlGr]a[c:].
GBC_TUTORIAL_RESOURCETUTORIALGEMS2_289_F;;
GBC_TUTORIAL_RESOURCETUTORIALGEMS2_277_M;It is quite simple really.[w:0.3] I cannot comprehend how my students sometimes struggle.;É bem simples.[w:0.3] Não entendo como alguns dos meus alunos têm dificuldades com isso.
GBC_TUTORIAL_RESOURCETUTORIALGEMS2_277_F;;
GBC_TUTORIAL_RESOURCETUTORIALGEMS2_284_M;But I have digressed.[w:0.3] Carry on.[w:0.3] I await you atop my tower.;Enfim.[w:0.3] Continue.[w:0.3] Espero por você no topo da minha torre.
GBC_TUTORIAL_RESOURCETUTORIALGEMS2_284_F;;
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_385_M;[c:gray]You froze in fear as the words of the great Scrybe of Beasts entered your skull uninvited.[c:];[c:gray]Seu corpo fica paralisado de pavor quando a voz do Patrono das Feras invade a sua mente.[c:]
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_385_F;;
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_934_M;Fear not,[w:0.3] I only wish to explain to you the deck that you selected.;Não tema,[w:0.3] estou aqui apenas para explicar o baralho que você escolheu.
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_934_F;;
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_380_M;In order to play my cards...[w:0.3] sacrifices must be made.;Para jogar as minhas cartas...[w:0.3] você precisa fazer sacrifícios.
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_380_F;;
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_749_M;[c:gray]The Scrybe assessed your reaction,[w:0.3] noting that you did not seem surprised by this information.[c:];[c:gray]O Patrono avalia a sua reação[w:0.3] e nota que seu semblante não demonstra nenhuma surpresa.[c:]
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_749_F;;
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_865_M;Perhaps you need no lesson.[w:0.3] But remember that almost anything can be sacrificed.;Talvez você não precise de nenhuma lição.[w:0.3] Apenas lembre-se de que quase tudo pode ser sacrificado.
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_865_F;;
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_437_M;It may bleed oil,[w:0.3] or even marrow.[w:0.3] But if it bleeds...[w:0.3] Well,[w:0.3] you know what to do.;Não importa se é combustível nas veias,[w:0.3] ou tutano...[w:0.3] Se sangrar,[w:0.3] hum,[w:0.3] você sabe o que fazer.
GBC_TUTORIAL_RESOURCETUTORIALBLOOD_437_F;;
GBC_TUTORIAL_RESOURCETUTORIALBONES_562_M;Marvelous![w:0.3] Your first battle.;Esplêndido![w:0.3] Sua primeira batalha.
GBC_TUTORIAL_RESOURCETUTORIALBONES_562_F;;
GBC_TUTORIAL_RESOURCETUTORIALBONES_873_M;Are you surprised to see me here?[w:0.3] But you did select my starter deck.;Você não esperava me encontrar aqui?[w:0.3] Foi você quem escolheu o meu baralho inicial.
GBC_TUTORIAL_RESOURCETUTORIALBONES_873_F;;
GBC_TUTORIAL_RESOURCETUTORIALBONES_050_M;In order to play my cards,[w:0.3] you will need to collect [c:gray]bones[c:]. You gain a [c:gray]bone[c:] when...;Para jogar as minhas cartas,[w:0.3] você terá que coletar [c:gray]ossos[c:]. Você ganha um [c:gray]osso[c:] quando...
GBC_TUTORIAL_RESOURCETUTORIALBONES_050_F;;
GBC_TUTORIAL_RESOURCETUTORIALBONES_768_M;Why do your eyes glaze over?[w:0.3] Hm![w:0.5] Marvelous.[w:0.5] You already understand.;Por que você está revirando os olhos?[w:0.3] Hum![w:0.5] Esplêndido.[w:0.5] Você já sabe disso.
GBC_TUTORIAL_RESOURCETUTORIALBONES_768_F;;
GBC_TUTORIAL_RESOURCETUTORIALBONES_419_M;My time as an insect was not a total waste.;Minha vida como um inseto não foi uma perda de tempo.
GBC_TUTORIAL_RESOURCETUTORIALBONES_419_F;;
