Column1;Column10;JP 
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#2_837_M;It's coming down the line.;ラインから来るぞ。
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#2_837_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_096_M;It's alright I guess.;問題なさそうだな。
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_096_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#1_789_M;Well, there it is.;ああ、来たな。
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#1_789_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#2_417_M;Fresh out of the printer.;プリンターから出たばかりだ。
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#2_417_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_935_M;It's yours.;お前のものだ。
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_935_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_307_M;I wouldn't want it.;ボクはいらないね。
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_307_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_454_M;You probably think what I do is easy.;ボクの仕事は簡単だって、お前は思ってるだろう。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_454_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_172_M;Fiddle with the numbers, tweak the graphics...;「数字をいじって、グラフィックを調整して…
PART_3_SPECIAL_NODES_BUILDACARDINTRO_172_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_132_M;And voila! Botopia is made.;ジャーン！ ボットピアの完成だ」と。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_132_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_425_M;No. You're wrong.;いいや。 そりゃ間違いだ。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_425_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_701_M;You try making a card. Go ahead.;お前がカードを作ってみるんだ。 ほら。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_701_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_577_M;But first pick one to recycle.;でも、まずはリサイクルしたいカードを選んでくれ。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_577_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_477_M;So now you probably see how it isn't easy.;カード作りが簡単じゃないって、わかってきただろう。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_477_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_302_M;Balancing these cards. Making them good.;バランスを調整して、使えるカードにしなきゃならない。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_302_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_035_M;Try again.;もう一度やってみるんだ。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_035_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_739_M;Another chance to design a card.;またカードをデザインする機会か。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_739_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_002_M;Your last couple were...;お前が先ほど作ったヤツは…
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_002_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_282_M;They weren't balanced. Let's say that.;正直言って、あんまりバランスが取れてなかった。
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_282_F;;
GBC_NPC_MYCOLOGISTSNPC1_625_M;Uh...[w:0.3] oh...[w:0.3] You have found us here.[w:0.3] Th-[w:0.2] this is good?;あー…[w:0.3] おや…[w:0.3] 私たちを見つけたか。[w:0.3] こ―[w:0.2] これはいいことか？
GBC_NPC_MYCOLOGISTSNPC1_625_F;;
GBC_NPC_MYCOLOGISTSNPC1_315_M;[shake:1][p:-0.25]This is good.;[shake:1][p:-0.25]いいことだ。
GBC_NPC_MYCOLOGISTSNPC1_315_F;;
GBC_NPC_MYCOLOGISTSNPC1_106_M;[shake:1]W-[w:0.2] we require...[w:0.3] We require...[w:0.3];[shake:1]わ―[w:0.2] 私たちは…[w:0.3] 私たちは…[w:0.3]
GBC_NPC_MYCOLOGISTSNPC1_106_F;;
GBC_NPC_MYCOLOGISTSNPC1_276_M;[shake:1][p:-0.25]We require duplicates.[w:0.3] Do you see the diagram?[w:0.3] Two of that.;[shake:1][p:-0.25]「かぶっているもの」が欲しい。[w:0.3] この図が見えるか？[w:0.3] それが2ついる。
GBC_NPC_MYCOLOGISTSNPC1_276_F;;
GBC_NPC_MYCOLOGISTSNPC1_902_M;[shake:1]Th-[w:0.2] thank you?;[shake:1]あ―[w:0.2]ありがとう？
GBC_NPC_MYCOLOGISTSNPC1_902_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_415_M;[p:-0.25]Do you see the diagram?[w:0.3] Two of that.;[p:-0.25]この図が見えるか？[w:0.3] 2ついる。
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_415_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_477_M;[shake:1]P-[w:0.2] please?;[shake:1]た―[w:0.2] 頼むぞ？
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_477_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_425_M;W-we require...[w:0.3] F-[w:0.2] for our experiments...;じ、実験のために…[w:0.3] そ―[w:0.2] それらが必要なのだ…
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_425_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_722_M;[shake:1][p:-0.25]We require duplicates.[w:0.3] See the diagram?;[shake:1][p:-0.25]「かぶっているもの」が欲しい。[w:0.3] この図が見えるか？
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#2_722_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_027_M;[p:-0.25]Our experiments must continue.;[p:-0.25]実験を続けなければ。
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_027_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_282_M;[shake:1]T-[w:0.2] two of the same?;[shake:1]お―[w:0.2]同じのが2つか？
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#3_282_F;;
PART_3_GAME_FLOW_P03SURRENDER_563_M;OK, you win.;わかった、君の勝ちだよ。
PART_3_GAME_FLOW_P03SURRENDER_563_F;;
PART_3_GAME_FLOW_P03SURRENDER_182_M;I concede. Let's move on.;降参する。 さあ次だ。
PART_3_GAME_FLOW_P03SURRENDER_182_F;;
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#1_547_M;Happy?;うれしいかい？
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#1_547_F;;
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#2_920_M;Concede.;降参だ。
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#2_920_F;;
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#4_846_M;You got it. Let's move on.;君の勝ちだ。 次へいこう。
PART_3_GAME_FLOW_P03SURRENDER_REPEAT_#4_846_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_299_M;G0lly!;フシギ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_299_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_116_M;Th-that's my name. You can call me G0lly.;い、今のは私の名前よ。 フシギって呼んで。
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_116_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_371_M;I'm so excited!;楽しくなってきたわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_371_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_222_M;We're about to explore it!;もうすぐ探検できるようになるから！
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_222_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_401_M;The [c:bSG]web[c:]!;[c:bSG]ネット[c:]を！
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_401_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_452_M;G0lly.;不シギね。
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_452_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_760_M;I can't wait to explore the [c:bSG]web[c:] again!;また[c:bSG]ネット[c:]巡りしたくてたまらない！
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#1_760_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#2_178_M;It awaits us!;ネットが私たちを待ってる！
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#2_178_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#3_875_M;G0lly. Here we go again.;不シギだわ。またなのね。
PART_3_BOSS_DIALOGUE_TELEGRAPHERINTRO_REPEAT_#3_875_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_713_M;Nifty! I think I'm getting a signal.;あっ！ 信号が来てるみたい。
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_713_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_291_M;W-what are these?;あ、アレは？
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS1_291_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS2_128_M;Are these... your [c:bSG]friends[c:]?;あなたの… [c:bSG]お友達[c:]？
PART_3_BOSS_DIALOGUE_TELEGRAPHERFRIENDCARDS2_128_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_917_M;I sure hope I can get a good connection!;いい接続が得られるって期待してるわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_917_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#1_115_M;Can we get a good signal?;強い信号をキャッチできるようになるかしら？
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#1_115_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#2_735_M;I'm about to connect to the [c:bSG]web[c:]!;[c:bSG]ネット[c:]へ接続してみるわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#2_735_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#3_830_M;G0lly. I hope we get a good signal.;不シギね。 強い信号がキャッチできたらいいわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSTART_REPEAT_#3_830_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_208_M;Nifty! We're in!;やった！ つながった！
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_208_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_955_M;Isn't the [c:bSG]web[c:] wonderful?;[c:bSG]ネット[c:]ってすばらしくない？
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_955_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#1_438_M;G0lly... It's glorious.;不シギ… ほんっとにすごいわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#1_438_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#2_957_M;G0lly... The [c:bSG]web[c:] sure is nifty...;不シギだわ… [c:bSG]ネット[c:]は本当にいい…
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#2_957_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#3_576_M;Wow... It's wonderful.;ああ… すばらしい。
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTSUCCESS_REPEAT_#3_576_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_195_M;So that's what a [c:bSG]mole[c:] really looks like...;[c:bSG]モグラ[c:]ってこんな見た目なのね...
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_195_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_367_M;Adorable!;かわいい！
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_367_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_REPEAT_#2_476_M;A real [c:bSG]mole[c:]! Nifty!;本物の[c:bSG]モグラ[c:]！ 素敵よ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERPLAYMOLE_REPEAT_#2_476_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_686_M;Hm. We're in, but the [c:bR]connection is a bit weak[c:]...;ふむ。 つながったけれど、[c:bR]接続が少し弱いわ[c:]…
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_686_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_684_M;It's still... wonderful though.;でも、それでも… すばらしいわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_684_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_229_M;Let's work with what we've got.;できることをやりましょう。
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_229_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_601_M;Hm. The [c:bR]connection is shaky[c:]...;あら。 [c:bR]接続が不安定ね[c:]…
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_601_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_066_M;Even so, the [c:bSG]web[c:] sure is nifty...;とは言っても、[c:bSG]ネット[c:]は本当に最高…
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#1_066_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#2_469_M;G0lly... The [c:bR]connection is bad[c:]...;不シギ… [c:bR]接続が悪いわね[c:]…
PART_3_BOSS_DIALOGUE_TELEGRAPHERCONNECTFAILURE_REPEAT_#2_469_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_966_M;Woah! A new signal!;あら！ 新しい信号よ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_966_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_866_M;Someone is trying to send you a [c:bSG]card[c:]!;誰かがあなたに[c:bSG]カード[c:]を<br>1枚渡そうとしているみたい！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_866_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_024_M;Let's see if we can receive it...;受け取れるかしら…
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_024_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_195_M;G0lly... Someone is trying to send you a [c:bSG]card[c:]!;不シギ… 誰かがあなたに[c:bSG]カード[c:]を<br>1枚渡そうとしているみたい！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_195_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_482_M;I'll try to pick it up.;拾えるかやってみるわね。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#1_482_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#2_328_M;Wowee! Let's see if I can pick up this signal.;うふふ！ この信号を拾えるか見てみるわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDATTEMPT_REPEAT_#2_328_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_332_M;It worked! Let's see what it looks like.;うまくいった！ さあ、見てみましょう。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_332_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#1_959_M;Success! A [c:bSG]card[c:]... but from the [c:bSG]web[c:]!;大成功！ [c:bSG]カード[c:]が1枚… <br>でも[c:bSG]ネット[c:]から来たものよ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#1_959_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#2_916_M;Amazing! It worked!;素敵！ うまくいったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS1_REPEAT_#2_916_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_351_M;Cool... [c:bSG]Someone[c:] on the [c:bSG]web[c:] made this?;へぇ… [c:bSG]ネット[c:]にいる[c:bSG]誰か[c:]が<br>これを作ったのかしら？
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_351_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_662_M;There sure are some funny people on the [c:bSG]web[c:]!;[c:bSG]ネット[c:]には、おもしろい人がいるのね！
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_662_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#1_791_M;What do you think? It's yours.;どうかしら？ これはあなたのものよ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#1_791_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#2_738_M;There it is. A [c:bSG]card[c:] from the [c:bSG]web[c:]...;さあさあ。 [c:bSG]ネット[c:]から来た[c:bSG]カード[c:]よ…
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDSUCCESS2_REPEAT_#2_738_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_421_M;Oh... G0lly... It didn't work...;あら… 不シギ… うまくいかなかったわ…
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_421_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_185_M;Something to do with our connection...;接続に何か問題があるみたい…
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_185_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_350_M;Let's see if I can get you something else from the [c:bSG]web[c:].;[c:bSG]ネット[c:]から別のものが手に入らないか、見てみましょう。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_350_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_633_M;G0lly... It didn't work...;不シギ… うまくいかなかった…
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_633_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_464_M;Maybe I can find you something else?;別の何かなら見つけられるかもしれないわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#1_464_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_372_M;What a shame! Our connection to the [c:bSG]web[c:] isn't quite right...;とっても残念だわ！ [c:bSG]ネット[c:]の接続がおかしいの…
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_372_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_M;Let's see if there's something else I can give you.;何か別のものを渡せないか、試してみるわね。
PART_3_BOSS_DIALOGUE_TELEGRAPHERRECEIVECARDFAILURE_REPEAT_#2_658_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_M;You got a card from the [c:bSG]web[c:].;あなたは[c:bSG]ネット[c:]からのカードを1枚手に入れた。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_971_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_M;Don't you think you should return the favor?;そのお礼をした方が、いいんじゃないかしら？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_703_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_M;Make a card for someone else?;誰か別の人のためにカードを1枚作るのはどう？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_023_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_M;Time to pay forward that favor you got.;厚意に報いましょうよ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_080_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_M;That [c:bSG]card[c:] that [c:bSG]someone[c:] else made?;[c:bSG]誰か[c:]別の人が作った、その[c:bSG]カード[c:]？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_690_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_M;Make it good! Your success depends on it.;お返しよ！ あなたの成功は、それにかかっている。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#1_655_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_M;A [c:bSG]card[c:] for a [c:bSG]card[c:]... Your turn.;[c:bSG]カード[c:]に対する[c:bSG]カード[c:]… あなたのターンよ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#2_315_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_M;G0lly. Make something good, OK?;不シギ。 お返しするのよ、いい？
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD1_REPEAT_#3_329_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_M;I'm about to send it off to the [c:bSG]web[c:].;[c:bSG]ネット[c:]に送るわよ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_936_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_M;I hope [c:bSG]whoever gets it[c:] likes it!;[c:bSG]受け取った人[c:]が気に入ってくれるといいけど！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_112_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_M;Away it goes!;さあ、行くわよ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#1_890_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_M;Here we go... Sending...;さあさあ… 今、送るところよ…
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARD2_REPEAT_#2_933_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_M;Just wait a moment...;少し待ってね…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_723_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_M;Hold on...;そのまま待って…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#1_869_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_M;Trying my best...;がんばってみるわ…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#2_541_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_M;Waiting on the [c:bSG]web[c:]...;[c:bSG]ネット[c:]で待っているところよ…
PART_3_BOSS_DIALOGUE_TELEGRAPHERWAITING_REPEAT_#3_731_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_M;The [c:bSG]web[c:] can be lonely. I couldn't find anyone.;[c:bSG]ネット[c:]に誰もいないのかも。 見つからないわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_327_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_M;I suppose you will have to take the card.;カードを取ってくれるかしら。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_659_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_M;Darn. I couldn't [c:bSG]connect[c:] to anyone else on the [c:bSG]web[c:]...;残念。 [c:bSG]ネット[c:]にいる別の誰かに、<br>[c:bSG]接続[c:]できなかったの…
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_337_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_M;Looks like you'll have to take it.;それを取ってちょうだい。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#1_371_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_M;Oh no... There's no one around to receive your masterpiece.;なんてこと… あなたの傑作を<br>受け取ってくれる人がいないわ。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#2_880_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_M;No luck... I'm so sorry.;ついていないわね… 残念。
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDFAILURE_REPEAT_#3_205_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_M;I hope you weren't trying to troll someone!;他の人に迷惑行為はしないでね！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_088_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_M;There it is!;やったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#1_149_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_M;It's yours to use now!;これはあなたのものよ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDGAIN_REPEAT_#2_075_F;;
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_M;Wow! I found [c:bSG]someone[c:] on the [c:bSG]web[c:] to receive your [c:bSG]card[c:]!;あら！ [c:bSG]ネット[c:]の[c:bSG]誰か[c:]が<br>あなたの[c:bSG]カード[c:]を受け取ったことがわかったわ！
PART_3_BOSS_DIALOGUE_TELEGRAPHERSENDCARDSUCCESS_023_F;;
