Column1;Column10;GER 
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_390_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_407_M;I doubt you will make it as far.;Ich bezweifle, dass du so weit kommen wirst.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_407_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_026_M;The last challenger made it all the way to the end of the path.;Die letzte Person, die sich der Herausforderung stellte, hat es bis ganz zum Ende des Weges geschafft.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_026_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_303_M;They were not prepared for what awaited them there.;Sie war nicht auf das vorbereitet, was sie dort erwartete.
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#1_303_F;;
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#2_459_M;So... close... that last one...;So ... dicht dran ... letztes Mal ...
PART_1_RUN_START_NEWRUNCAUSEFINALBOSS_REPEAT_#2_459_F;;
PART_1_RUN_START_NEWRUNVICTORY_526_M;The last challenger managed to defeat me.;Der letzten Person, die sich der Herausforderung stellte, ist es gelungen, mich zu besiegen.
PART_1_RUN_START_NEWRUNVICTORY_526_F;;
PART_1_RUN_START_NEWRUNVICTORY_672_M;A rare event.;Ein seltenes Ereignis.
PART_1_RUN_START_NEWRUNVICTORY_672_F;;
PART_1_RUN_START_NEWRUNVICTORY_221_M;Go and ask how they did it...;Na los, frag schon, wie sie das gemacht hat ...
PART_1_RUN_START_NEWRUNVICTORY_221_F;;
PART_1_RUN_START_NEWRUNVICTORY_867_M;You will find them hanging from the door over there.;Du findest sie da drüben an der Tür hängen.
PART_1_RUN_START_NEWRUNVICTORY_867_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_001_M;Your predecessor defied the odds and defeated me.;Entgegen allen Erwartungen hat die Person vor dir mich besiegt.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_001_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_628_M;It is unlikely to happen again.;Es ist unwahrscheinlich, dass so was noch mal passiert.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#1_628_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_776_M;The challenger before you defeated me.;Die Person, die vor dir kam, hat mich besiegt.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_776_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_830_M;Now they hang from the door by a nail.;Jetzt hängt sie an einem Nagel dort an der Tür.
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_830_F;;
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_472_M;What could you hope to accomplish?;Was könntest du zu erreichen hoffen?
PART_1_RUN_START_NEWRUNVICTORY_REPEAT_#2_472_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_146_M;Oh, I see you have a little something special [c:bR]up your sleeve[c:]...;Oh, wie ich sehe, hast du einen besonderen Trumpf [c:bR]im Ärmel[c:] ...
GOO_BOTTLE_GOODEFAULTFILMROLL_146_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_375_M;Fear not, I won't blow your cover.;Keine Angst, ich werde dich nicht auffliegen lassen.
GOO_BOTTLE_GOODEFAULTFILMROLL_375_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_691_M;You just need to get a hold of that [c:bR]camera[c:] of his...;Du musst nur noch seine [c:bR]Kamera[c:] in die Finger bekommen ...
GOO_BOTTLE_GOODEFAULTFILMROLL_691_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_096_M;Maybe if you defeated him... you would get a chance?;Vielleicht ergibt sich eine Gelegenheit ... wenn du ihn besiegst?
GOO_BOTTLE_GOODEFAULTFILMROLL_096_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_303_M;Yes... I see that you have [c:bR]a little something special[c:]...;Ja ... Ich sehe, dass du [c:bR]eine kleine Besonderheit[c:] dabeihast ...
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_303_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_484_M;All you need is an opportunity to use it.;Jetzt brauchst du nur noch eine Gelegenheit, sie einzusetzen.
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_484_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_298_M;I have seen Challengers touch his [c:bR]legendary camera[c:]!;Ich habe schon gesehen, wie Herausforderer seine [c:bR]legendäre Kamera[c:] berührt haben!
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_298_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_675_M;But only if they are able to defeat him...;Aber nur, wenn sie in der Lage waren, ihn zu besiegen ...
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#1_675_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_492_M;Defeat him once more. That should do it.;Besiege ihn noch einmal. Das sollte genügen.
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_492_F;;
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_971_M;He has no idea what you have [c:bR]up your sleeve[c:]...;Er hat keine Ahnung, was du [c:bR]auf Lager[c:] hast ...
GOO_BOTTLE_GOODEFAULTFILMROLL_REPEAT_#2_971_F;;
GBC_NPC_CABINP031_396_M;[t:10]Stop.[w:1][t:0] What is that?;[t:10]Halt.[w:1][t:0] Was ist das?
GBC_NPC_CABINP031_396_F;;
GBC_NPC_CABINP032_496;I had to see your face after you lost.;Ich musste dein Gesicht nach deiner Niederlage sehen.
GBC_NPC_CABINP032_334;[t:0.1]You're just[w:1] so...;[t:0.1]Du bist einfach[w:1] so ...
GBC_NPC_CABINP032_887;[shake:1][t:10][c:bR]BAD![c:];[shake:1][t:10][c:bR]SCHLECHT![c:]
GBC_NPC_CABINP032_252;It's no wonder we're back here again.;Kein Wunder, dass wir wieder hier sind.
GBC_NPC_CABINP032_261;[t:0.1]And we would've been even sooner if the disk wasn't lost...;[t:0.1]Und wir wären es noch früher gewesen, wenn die Diskette nicht verloren gegangen wäre ...
GBC_NPC_CABINP032_001;[shake:1]Take a long[w:0.3] look[w:0.3] at this face.[w:1] Because you'll never see it again.;[shake:1]Sieh dir dieses[w:0.3] Gesicht[w:0.3] ausgiebig an.[w:1] Denn du wirst es nie wiedersehen.
GBC_NPC_CABINP032_692;[shake:1]I'm done being your pet,[w:0.3][t:0.1] you [w:0.3][shake:1]STINKING[w:1] beast.;[shake:1]Ich hab die Nase voll davon, dein Haustier zu sein,[w:0.3][t:0.1] du [w:0.3][shake:1]STINKENDE[w:1] Bestie.
GBC_NPC_CABINP033_165_M;I pushed it too far that last time...;Letztes Mal habe ich es zu weit getrieben ...
GBC_NPC_CABINP033_165_F;;
GBC_NPC_CABINP033_789_M;Why don't they see?[w:0.4] To live as a beast would be the noblest thing.;Warum erkennen sie es nicht?[w:0.4] Als Bestie zu leben, wäre die edelste Sache.
GBC_NPC_CABINP033_789_F;;
GBC_NPC_CABINP033_211_M;Even so lowly a creature as a stoat...;Selbst eine so geringe Kreatur wie ein Hermelin ...
GBC_NPC_CABINP033_211_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER1_530_M;The Great Transcendence?;Die Große Transzendenz?
PART_3_STORY_DREDGINGROOMENCOUNTER1_530_F;;
PART_3_STORY_DREDGINGROOMENCOUNTER1_742_M;No... We don't think so.;Nein ... Das glauben wir nicht.
PART_3_STORY_DREDGINGROOMENCOUNTER1_742_F;;
PART_3_FACTORY_BOMBREMOTEDISCOVERED_128_M;[c:bR]Mrs. Bomb's Remote?[c:] Sure, take it.;[c:bR]Frau Bombes Fernbedienung?[c:] Klar, nimm sie dir.
PART_3_FACTORY_BOMBREMOTEDISCOVERED_128_F;;
PART_3_FACTORY_BOMBREMOTEDISCOVERED_885_M;Drops bombs on every empty space.;Hinterlässt Bomben auf jedem leeren Feld.
PART_3_FACTORY_BOMBREMOTEDISCOVERED_885_F;;
PART_3_FACTORY_BOMBREMOTEDISCOVERED_425_M;Tactical board wipe. Don't be stupid about it.;Taktische Leerung des Bretts. Mach keinen Blödsinn damit.
PART_3_FACTORY_BOMBREMOTEDISCOVERED_425_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_356_M;It's fixed.;Sie ist repariert.
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_356_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_209_M;You can go on your merry way.;Du kannst fröhlich deiner Wege ziehen.
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_209_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_487_M;What, you're not so merry?;Was, so fröhlich bist du gar nicht?
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_487_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_418_M;Being a pawn in this petulant android's plot isn't doing it for you?;Eine Spielfigur im Komplott dieses launischen Androiden zu sein, bringt das nichts in dir zutage?
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_418_F;;
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_298_M;Reloading personality matrix...;Lade Persönlichkeitsmatrix neu ...
PART_3_MAP_HOLOMAPBROKENBRIDGEFIXED_REPEAT_#1_298_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_603_M;The memory unit on this one won't be able to take much more.;Die Speichereinheit dieser Karte kann nicht mehr viel verkraften.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_603_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#1_997_M;3 abilities? Decent.;3 Fähigkeiten? Ordentlich.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#1_997_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#2_344_M;This one is getting powerful.;Diese Karte wird richtig mächtig.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDALMOSTFULL_REPEAT_#2_344_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_487_M;The memory unit on that one is basically full now.;Die Speichereinheit dieser Karte ist jetzt im Grunde voll.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_487_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_618_M;It's OP enough anyways...;Sie ist ohnehin schon übermächtig genug ...
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_618_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_498_M;You really filled up that one card.;Diese Karte hast du wirklich vollgeknallt.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_498_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_865_M;All your eggs in one basket.;Alle Eier in einen Korb gelegt.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_865_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_537_M;Smart.;Schlau.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#1_537_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#2_181_M;The full 4 abilities. Great.;Die vollen 4 Fähigkeiten. Klasse.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#2_181_F;;
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#3_219_M;OK, it's OP. I get it.;Okay, die Karte ist übermächtig. Versteh schon.
PART_3_SPECIAL_NODES_GAINABILITYCOMPLETEDFULL_REPEAT_#3_219_F;;
GOO_BOTTLE_OILPAINTINGHINT_811_M;You're wondering about that painting?;Du denkst über dieses Gemälde nach?
GOO_BOTTLE_OILPAINTINGHINT_811_F;;
GOO_BOTTLE_OILPAINTINGHINT_731_M;I've seen stuff come out of it!;Ich habe gesehen, wie da Sachen herauskamen!
GOO_BOTTLE_OILPAINTINGHINT_731_F;;
GOO_BOTTLE_OILPAINTINGHINT_240_M;But only if the cards are aligned just right.;Aber nur, wenn die Karten genau richtig angeordnet waren.
GOO_BOTTLE_OILPAINTINGHINT_240_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_192_M;You're still curious...;Du bist immer noch neugierig ...
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_192_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_947_M;First step would be getting those cards in your deck.;Der erste Schritt wäre, diese Karten in dein Deck zu bekommen.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#1_947_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_682_M;Rrrgh!;Rrrgh!
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_682_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_862_M;I know I've seen things come out of that painting.;Ich weiß, dass ich gesehen habe, wie Sachen aus diesem Gemälde kamen.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_862_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_579_M;If the cards are placed just so.;Wenn die Karten genau so platziert wurden.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#2_579_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#3_950_M;Take a picture... it will last longer.;Mach ein Foto ... dann hast du länger was davon.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#3_950_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_301_M;If I were you? I'd leave it alone.;Wenn ich du wäre? Ich würde es in Ruhe lassen.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_301_F;;
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_425_M;Unless you can place those cards exactly right.;Es sei denn, du kannst diese Karten genau richtig platzieren.
GOO_BOTTLE_OILPAINTINGHINT_REPEAT_#4_425_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_614_M;You really did it!;Du hast es wirklich geschafft!
GOO_BOTTLE_GOOSOLVEDOILPAINTING_614_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_616_M;I knew I had seen stuff come out of that painting.;Ich wusste, dass ich gesehen habe, wie Sachen aus dem Gemälde kamen.
GOO_BOTTLE_GOOSOLVEDOILPAINTING_616_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_375_M;Bring it here...;Bring das her ...
GOO_BOTTLE_GOOSOLVEDOILPAINTING_375_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_REPEAT_#1_572_M;Nice work...;Gute Arbeit ...
GOO_BOTTLE_GOOSOLVEDOILPAINTING_REPEAT_#1_572_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_REPEAT_#1_261_M;You solved the mysterious painting.;Du hast das Rätsel des geheimnisvollen Gemäldes gelöst.
GOO_BOTTLE_GOOSOLVEDOILPAINTING_REPEAT_#1_261_F;;
GOO_BOTTLE_GOOSOLVEDOILPAINTING_REPEAT_#1_565_M;For now...;Vorerst ...
GOO_BOTTLE_GOOSOLVEDOILPAINTING_REPEAT_#1_565_F;;
GOO_BOTTLE_WARDROBEHINT1_509_M;Pondering the wardrobe?;Denkst du über den Kleiderschrank nach?
GOO_BOTTLE_WARDROBEHINT1_509_F;;
GOO_BOTTLE_WARDROBEHINT1_877_M;I've seen it open.;Ich habe ihn aufgehen gesehen.
GOO_BOTTLE_WARDROBEHINT1_877_F;;
GOO_BOTTLE_WARDROBEHINT1_297_M;Just need the right configuration...;Du brauchst nur die richtige Anordnung ...
GOO_BOTTLE_WARDROBEHINT1_297_F;;
GOO_BOTTLE_WARDROBEHINT1_935_M;It looks kind of like a card battle, huh?;Es sieht wie eine Art Kartenkampf aus, hm?
GOO_BOTTLE_WARDROBEHINT1_935_F;;
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_110_M;Still scratching your head?;Kratzt du dich immer noch am Kopf?
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_110_F;;
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_779_M;I reckon if the pieces are cards...;Ich schätze, wenn die Teile Karten sind ...
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_779_F;;
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_264_M;Arrgh!;Arrgh!
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_264_F;;
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_824_M;Then you need to use them to win!;Dann musst du sie nutzen, um zu gewinnen!
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#1_824_F;;
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#2_428_M;And it takes 5 damage to win...;Und zum Gewinnen sind 5 Schaden nötig ...
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#2_428_F;;
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#3_934_M;It's a bit like a card battle.;Es ist ein bisschen wie ein Kartenkampf.
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#3_934_F;;
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#3_960_M;5 damage to win?;5 Schaden, um zu gewinnen?
GOO_BOTTLE_WARDROBEHINT1_REPEAT_#3_960_F;;
GOO_BOTTLE_WARDROBEHINT2_452_M;I've seen that one open.;Ich habe gesehen, wie er aufging.
GOO_BOTTLE_WARDROBEHINT2_452_F;;
GOO_BOTTLE_WARDROBEHINT2_281_M;Just need to position things right...;Du musst nur alles richtig positionieren ...
GOO_BOTTLE_WARDROBEHINT2_281_F;;
GOO_BOTTLE_WARDROBEHINT2_665_M;Of course, you would need to know what the sigils mean.;Natürlich musst du dazu wissen, was die Siegel bedeuten.
GOO_BOTTLE_WARDROBEHINT2_665_F;;
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#1_786_M;If the pieces are cards...;Wenn die Teile Karten sind ...
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#1_786_F;;
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#1_443_M;And it's 5 damage to win...;Und man 5 Schaden zum Gewinnen braucht ...
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#1_443_F;;
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#1_129_M;Well, you would still need to understand the sigils.;Na ja, dann musst du immer noch die Siegel verstehen.
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#1_129_F;;
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#2_725_M;Don't know all those sigils?;Du kennst nicht all die Siegel?
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#2_725_F;;
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#2_387_M;Neither do I...;Ich auch nicht ...
GOO_BOTTLE_WARDROBEHINT2_REPEAT_#2_387_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE2_410_M;A random card with a [c:bR]cost[c:] of [c:bR][v:0][c:].;Eine zufällige Karte, die [c:bR][v:0][c:] [c:bR]kostet[c:].
TUTORIAL_TUTORIALCOSTBASEDCHOICE2_410_F;;
TUTORIAL_TUTORIALCOSTBASEDCHOICE2_061_M;What were you expecting?;Was hast du erwartet?
TUTORIAL_TUTORIALCOSTBASEDCHOICE2_061_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE2_899_M;A randomly chosen [c:bR][v:0][c:] card.;Eine zufällig gewählte [c:bR][v:0][c:]-Karte.
TUTORIAL_TUTORIALTRIBEBASEDCHOICE2_899_F;;
TUTORIAL_TUTORIALTRIBEBASEDCHOICE2_277_M;Did you wish for something else?;Hast du dir etwas anderes gewünscht?
TUTORIAL_TUTORIALTRIBEBASEDCHOICE2_277_F;;
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_300_M;[v:0]...;[v:0] ...
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_300_F;;
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_697_M;How very... Creative...;Wie außerordentlich ... kreativ ...
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_697_F;;
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#1_454_M;You name it "[v:0]"?;Du nennst sie „[v:0]“?
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#1_454_F;;
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#1_494_M;That was your choice.;Das war deine Wahl.
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#1_494_F;;
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#2_306_M;Okay, moving on.;Okay, weiter geht's.
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#2_306_F;;
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#3_670_M;[v:0]... Okay...;[v:0] ... Okay ...
PART_3_SPECIAL_NODES_BUILDACARDCOMPLETE_REPEAT_#3_670_F;;
PART_3_SPECIAL_NODES_BUILDACARDSCAN_711_M;I should be able to send the components down the line.;Ich sollte in der Lage sein, die Komponenten vom Band laufen zu lassen.
PART_3_SPECIAL_NODES_BUILDACARDSCAN_711_F;;
PART_3_SPECIAL_NODES_BUILDACARDSCAN_014_M;Here it goes...;Los geht's ...
PART_3_SPECIAL_NODES_BUILDACARDSCAN_014_F;;
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#1_065_M;Scanner operational.;Scanner betriebsbereit.
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#1_065_F;;
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#1_395_M;Time to do this.;Zeit, die Sache in Angriff zu nehmen.
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#1_395_F;;
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#2_837_M;It's coming down the line.;Das Ding kommt vom Band gelaufen.
PART_3_SPECIAL_NODES_BUILDACARDSCAN_REPEAT_#2_837_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_096_M;It's alright I guess.;Sollte in Ordnung gehen, denke ich.
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_096_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#1_789_M;Well, there it is.;Da ist das gute Stück ja.
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#1_789_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#2_417_M;Fresh out of the printer.;Frisch aus dem Drucker.
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#2_417_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_935_M;It's yours.;Es gehört dir.
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_935_F;;
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_307_M;I wouldn't want it.;Ich will es nicht.
PART_3_SPECIAL_NODES_BUILDACARDPRINTED_REPEAT_#3_307_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_454_M;You probably think what I do is easy.;Wahrscheinlich hältst du das, was ich tue, für einfach.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_454_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_172_M;Fiddle with the numbers, tweak the graphics...;Mit den Zahlen herumspielen, die Grafik anpassen ...
PART_3_SPECIAL_NODES_BUILDACARDINTRO_172_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_132_M;And voila! Botopia is made.;Und voilà! Botopia ist fertig.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_132_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_425_M;No. You're wrong.;Nein. Du irrst dich.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_425_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_701_M;You try making a card. Go ahead.;Du versuchst eine Karte zu erstellen. Nur zu.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_701_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_577_M;But first pick one to recycle.;Aber wähle zuerst eine zum Wiederverwerten.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_577_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_477_M;So now you probably see how it isn't easy.;Jetzt verstehst du wahrscheinlich, dass es gar nicht so leicht ist.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_477_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_302_M;Balancing these cards. Making them good.;Die Karten auszugleichen. Sie gut zu machen.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_302_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_035_M;Try again.;Versuch's noch mal.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#1_035_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_739_M;Another chance to design a card.;Eine weitere Chance, eine Karte zu gestalten.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_739_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_002_M;Your last couple were...;Deine letzten paar waren ...
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_002_F;;
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_282_M;They weren't balanced. Let's say that.;Sie waren nicht ausgewogen. Sagen wir's mal so.
PART_3_SPECIAL_NODES_BUILDACARDINTRO_REPEAT_#2_282_F;;
GBC_NPC_MYCOLOGISTSNPC1_625_M;Uh...[w:0.3] oh...[w:0.3] You have found us here.[w:0.3] Th-[w:0.2] this is good?;Äh ...[w:0.3] oh ...[w:0.3] Du hast uns hier gefunden.[w:0.3] D-[w:0.2]das ist gut?
GBC_NPC_MYCOLOGISTSNPC1_625_F;;
GBC_NPC_MYCOLOGISTSNPC1_315_M;[shake:1][p:-0.25]This is good.;[shake:1][p:-0.25]Das ist gut.
GBC_NPC_MYCOLOGISTSNPC1_315_F;;
GBC_NPC_MYCOLOGISTSNPC1_106_M;[shake:1]W-[w:0.2] we require...[w:0.3] We require...[w:0.3];[shake:1]W-[w:0.2]wir brauchen ...[w:0.3] Wir brauchen ...[w:0.3]
GBC_NPC_MYCOLOGISTSNPC1_106_F;;
GBC_NPC_MYCOLOGISTSNPC1_276_M;[shake:1][p:-0.25]We require duplicates.[w:0.3] Do you see the diagram?[w:0.3] Two of that.;[shake:1][p:-0.25]Wir brauchen Dubletten.[w:0.3] Siehst du das Diagramm?[w:0.3] Zwei davon.
GBC_NPC_MYCOLOGISTSNPC1_276_F;;
GBC_NPC_MYCOLOGISTSNPC1_902_M;[shake:1]Th-[w:0.2] thank you?;[shake:1]D-[w:0.2]danke dir?
GBC_NPC_MYCOLOGISTSNPC1_902_F;;
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_415_M;[p:-0.25]Do you see the diagram?[w:0.3] Two of that.;[p:-0.25]Siehst du das Diagramm?[w:0.3] Zwei davon.
GBC_NPC_MYCOLOGISTSNPC1_REPEAT_#1_415_F;;
